CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
5	Broyden	-64.80049078	-67.04	17.22344679	YY	11.6	0.2449141548	parameters	sharp_wc_2_b_50	6	2	1.189093726	-1.971253304	1.871654757	0.1031933861	0.4769147727	0.1791567033	0.9287151682	-2.384388252	1.707351059	0.9287881866	1.707377219	0.2163697433	0.01233548691	-2.144140859	1.283335688	a248bdd	2x2_2C_8b_C2v_L	10.19	1.222814425	2	1.581014799	1.222814424807557	1.0	new_boucle_param.py	R0:N12:S0:0.0961/R0:N14:S0:0.904	uncorrelated	-0.8676763893	0.9850803827	0.1750914337	-1.873613936	0.2412972948	-2.055529028	1.259411654	-1.782394064	-0.2414086034	2.055808309	1.259447009	-1.782308788	0.2449851388	-0.3209429205	1.716094456	-3.134281506	2024-08-02@22:50	1.5	-0.7615107059	1	1.105142303e-16	-0.3389697489	1	-1.115244772e-16	0.08782237802	v2.7.1	
4	Broyden	-64.74431167	-66.96	17.20545345	YY	11.6	0.2448614024	parameters	sharp_wc_2_b_50	6	2	1.18857082	-1.96707082	1.87065466	0.1030406718	0.4819482785	0.1793958111	0.9368109194	-2.379058271	1.706966366	0.9369649577	1.706930578	0.2169103177	0.01239931306	-2.139828433	1.281416519	a248bdd	2x2_2C_8b_C2v_L	10.185	1.222612012	2	1.580332746	1.222612011432525	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.0877/R0:N14:S0:0.912	uncorrelated	-0.8673105389	0.989469132	0.1752607923	-1.881434749	0.241902125	-2.067228696	1.258745529	-1.782771303	-0.2419799597	2.067302679	1.258827892	-1.782946629	0.2457107149	-0.3218886232	1.716028431	-3.137318364	2024-08-02@22:54	1.5	-0.7627773869	1	-6.978958068e-17	-0.3399766912	1	-4.83517577e-18	0.08786900157	v2.7.1	
5	Broyden	-64.68564779	-66.88	17.19526576	YY	11.6	0.2446904315	parameters	sharp_wc_2_b_50	6	2	1.188265653	-1.9624543	1.870445758	0.1037517773	0.4817099913	0.1803774509	0.9319793449	-2.374031203	1.705971598	0.9320137813	1.706010352	0.2175629522	0.01238460923	-2.135121626	1.28042932	a248bdd	2x2_2C_8b_C2v_L	10.18	1.222358786	2	1.57991971	1.2223587856900036	1.0	new_boucle_param.py	R0:N12:S0:0.0948/R0:N14:S0:0.905	uncorrelated	-0.8669062831	0.9896876411	0.1756840696	-1.882246978	0.2422882041	-2.061308804	1.258343672	-1.785836961	-0.2423858968	2.061589425	1.258358146	-1.785694013	0.2459100729	-0.3220005029	1.715814981	-3.138858817	2024-08-02@22:59	1.5	-0.7634724193	1	-4.958262477e-16	-0.3405458301	1	-3.168476179e-16	0.08791579306	v2.7.1	
3	Broyden	-64.64465687	-66.8	17.18191339	YY	11.6	0.2445774026	parameters	sharp_wc_2_b_50	6	2	1.187872825	-1.96002893	1.87018933	0.1052393684	0.4822826372	0.1811208212	0.9323537938	-2.371149671	1.705357363	0.9323822032	1.70538893	0.219258472	0.01239361381	-2.131402684	1.279202317	a248bdd	2x2_2C_8b_C2v_L	10.175	1.222134473	2	1.579390537	1.22213447286576	0.9999999999999999	new_boucle_param.py	R0:N12:S0:0.096/R0:N14:S0:0.904	uncorrelated	-0.8670626	0.9905143543	0.1763965884	-1.885606844	0.2428687261	-2.062595404	1.258314212	-1.787624689	-0.2429472083	2.062823348	1.258325908	-1.78750818	0.2467599666	-0.3227400631	1.71603822	-3.140884165	2024-08-02@23:02	1.5	-0.7644111079	1	1.699700972e-16	-0.3412706761	1	8.628360201e-17	0.08795485172	v2.7.1	
6	Broyden	-64.59839238	-66.72	17.16837158	YY	11.6	0.2444699714	parameters	sharp_wc_2_b_50	6	2	1.187475656	-1.956948221	1.869876934	0.1064211613	0.4833157601	0.1820895476	0.9318958223	-2.367572409	1.704732566	0.9319291378	1.704749701	0.2206624387	0.01238815957	-2.12732618	1.277924787	a248bdd	2x2_2C_8b_C2v_L	10.17	1.221915227	2	1.578851268	1.2219152272568627	0.9999999999999997	new_boucle_param.py	R0:N12:S0:0.0978/R0:N14:S0:0.902	uncorrelated	-0.8669217194	0.9915473714	0.1771658804	-1.889494751	0.2435516688	-2.063433811	1.258114118	-1.789350402	-0.2436089584	2.063588417	1.258129436	-1.789291071	0.2473951622	-0.3232410323	1.716095285	-3.143013678	2024-08-02@23:07	1.5	-0.7653706574	1	-1.718473384e-17	-0.3420029928	1	1.34007566e-16	0.08799557124	v2.7.1	
1	Broyden	-64.54958583	-66.64	17.15757221	YY	11.6	0.2443100908	parameters	sharp_wc_2_b_50	6	2	1.18715172	-1.951450305	1.869513288	0.1070257636	0.4835623665	0.1832461105	0.9278295576	-2.36461185	1.703907421	0.9275994666	1.704026325	0.2219304272	0.0124290224	-2.123348392	1.276970515	a248bdd	2x2_2C_8b_C2v_L	10.165	1.221663637	2	1.578415945	1.2216636368091058	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.104/R0:N14:S0:0.896	uncorrelated	-0.8665206507	0.9923246032	0.1773564535	-1.89031164	0.2442357494	-2.059142355	1.258311567	-1.792027011	-0.2442196366	2.059385228	1.258177012	-1.79150963	0.2482070021	-0.3241082693	1.716182555	-3.14445091	2024-08-02@23:09	1.5	-0.7661058704	1	-2.147146267e-16	-0.342597628	1	-1.206002147e-16	0.08803684838	v2.7.1	
1	Broyden	-64.50856098	-66.56	17.14643203	YY	11.6	0.2441459493	parameters	sharp_wc_2_b_50	6	2	1.18682023	-1.949933451	1.869345455	0.1077639195	0.4840269925	0.1846075899	0.9230402281	-2.361947372	1.703392522	0.9229843622	1.70330818	0.2216786144	0.01240385817	-2.118824342	1.27595145	a248bdd	2x2_2C_8b_C2v_L	10.16	1.221409775	2	1.577953429	1.2214097746574648	1.0000000000000007	new_boucle_param.py	R0:N12:S0:0.11/R0:N14:S0:0.89	uncorrelated	-0.8665634179	0.9927606025	0.178025827	-1.892680647	0.2450387525	-2.055411473	1.25825338	-1.793505912	-0.2448755706	2.0548629	1.258240334	-1.793827556	0.2483171844	-0.3241258323	1.716081886	-3.146040174	2024-08-02@23:11	1.5	-0.7668832248	1	-3.350420631e-16	-0.3431944696	1	-5.128286619e-16	0.08807527202	v2.7.1	
3	Broyden	-64.46191773	-66.48	17.12774174	YY	11.6	0.244131389	parameters	sharp_wc_2_b_50	6	2	1.186283511	-1.948603943	1.868970836	0.1098771737	0.4862761055	0.1849304627	0.9309875335	-2.357499174	1.702836	0.9309416877	1.702916372	0.2236880183	0.01240558858	-2.1142967	1.274114801	a248bdd	2x2_2C_8b_C2v_L	10.155	1.221246746	2	1.577213928	1.2212467457581826	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.103/R0:N14:S0:0.897	uncorrelated	-0.866681589	0.9945957752	0.1792098604	-1.90034936	0.2455874227	-2.065922806	1.257707566	-1.79477108	-0.2456683193	2.066277897	1.257672085	-1.794446151	0.2493388593	-0.3250365995	1.715859927	-3.149073638	2024-08-02@23:15	1.5	-0.7682543326	1	4.89943055e-16	-0.3441785539	1	6.997332604e-17	0.08810623362	v2.7.1	
3	Broyden	-64.4200464	-66.4	17.11442877	YY	11.6	0.2440008659	parameters	sharp_wc_2_b_50	6	2	1.185887503	-1.945484415	1.868518392	0.1106663557	0.4878518087	0.1856411456	0.9316018751	-2.355077136	1.702316455	0.9316128457	1.702302699	0.2247593774	0.01241037807	-2.11000316	1.272781649	a248bdd	2x2_2C_8b_C2v_L	10.15	1.221002609	2	1.576696091	1.2210026084675745	1.0	new_boucle_param.py	R0:N12:S0:0.103/R0:N14:S0:0.897	uncorrelated	-0.8666713438	0.9962811766	0.1797199798	-1.904053554	0.24617285	-2.067799002	1.257819531	-1.796198561	-0.24616194	2.067744013	1.257827309	-1.796254848	0.2498695698	-0.3255430516	1.715853626	-3.151103468	2024-08-02@23:18	1.5	-0.7691619067	1	-3.436902401e-16	-0.344917061	1	-1.794075179e-16	0.08814449281	v2.7.1	
3	Broyden	-64.38121006	-66.32	17.09849406	YY	11.6	0.2439374616	parameters	sharp_wc_2_b_50	6	2	1.185428337	-1.945485321	1.868330325	0.1124271724	0.4890042874	0.1867192169	0.933742013	-2.351958664	1.701854826	0.9338919988	1.701823764	0.2250494988	0.01241856779	-2.105304505	1.271345536	a248bdd	2x2_2C_8b_C2v_L	10.145	1.220816282	2	1.57603204	1.2208162814062309	1.0000000000000007	new_boucle_param.py	R0:N12:S0:0.102/R0:N14:S0:0.898	uncorrelated	-0.8670458152	0.9971538259	0.1805761972	-1.909032126	0.2471067145	-2.072386996	1.257631855	-1.797396195	-0.2471880312	2.07248282	1.257714101	-1.797550435	0.2506141059	-0.326289909	1.715622025	-3.153393194	2024-08-02@23:21	1.5	-0.7703448061	1	-4.239958184e-16	-0.3457235915	1	-2.386452213e-16	0.08816879814	v2.7.1	
3	Broyden	-64.32502859	-66.24	17.09109367	YY	11.6	0.2437041593	parameters	sharp_wc_2_b_50	6	2	1.185188676	-1.93947827	1.868020783	0.1125187253	0.4884051041	0.1876144121	0.9256929116	-2.347789912	1.70070573	0.9257794105	1.700657094	0.2255481875	0.01240684503	-2.101160253	1.270548453	a248bdd	2x2_2C_8b_C2v_L	10.14	1.220508049	2	1.575773081	1.2205080485881665	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.113/R0:N14:S0:0.887	uncorrelated	-0.8666120776	0.9974947638	0.1807958588	-1.908163786	0.2473200393	-2.062022458	1.257562751	-1.801011036	-0.2473264594	2.061917095	1.257616642	-1.801220997	0.2506435193	-0.3262551758	1.715722666	-3.154535509	2024-08-02@23:25	1.5	-0.7707458424	1	1.792985646e-16	-0.3462056082	1	-4.030988777e-17	0.08822354017	v2.7.1	
3	Broyden	-64.27903316	-66.16	17.07590291	YY	11.6	0.2436129098	parameters	sharp_wc_2_b_50	6	2	1.184742945	-1.936416819	1.867540817	0.113378933	0.4904944004	0.1883235727	0.9282926415	-2.344191244	1.700112189	0.9282918694	1.700128856	0.2271514008	0.0124280517	-2.097066962	1.269090807	a248bdd	2x2_2C_8b_C2v_L	10.135	1.220291015	2	1.575174239	1.2202910143712817	1.0000000000000002	new_boucle_param.py	R0:N12:S0:0.111/R0:N14:S0:0.889	uncorrelated	-0.8664199348	0.9993843309	0.1814192229	-1.913096564	0.2479686257	-2.066288726	1.257400073	-1.802564647	-0.2479895529	2.066374651	1.257396238	-1.802498799	0.251481094	-0.3270746219	1.715727081	-3.156847532	2024-08-02@23:28	1.5	-0.7718147307	1	-1.017665437e-15	-0.3470243957	1	-3.594113328e-16	0.0882564584	v2.7.1	
4	Broyden	-64.22476971	-66.08	17.06297359	YY	11.6	0.2434853581	parameters	sharp_wc_2_b_50	6	2	1.184358479	-1.932771187	1.867161081	0.1144326481	0.4912483215	0.1889677593	0.9277597817	-2.339532655	1.699259137	0.9277633961	1.699289673	0.2276721976	0.01241709631	-2.09217166	1.267751841	a248bdd	2x2_2C_8b_C2v_L	10.13	1.220056321	2	1.574665749	1.220056320584117	0.9999999999999999	new_boucle_param.py	R0:N12:S0:0.114/R0:N14:S0:0.886	uncorrelated	-0.8663925001	1.000591619	0.1819030288	-1.91587258	0.2484037722	-2.065813841	1.256960983	-1.804981673	-0.2484445809	2.065978535	1.256956079	-1.804861911	0.2517863284	-0.3273469051	1.715564654	-3.158898539	2024-08-02@23:32	1.5	-0.7727010335	1	6.190203264e-17	-0.347735382	1	7.771777044e-17	0.08829392123	v2.7.1	
1	Broyden	-64.19737512	-66	17.05263234	YY	11.6	0.2433165976	parameters	sharp_wc_2_b_50	6	2	1.18404561	-1.930925717	1.867060657	0.1155772014	0.4911708545	0.1907982407	0.9205806801	-2.339085153	1.698773862	0.9205593998	1.698787446	0.2303697346	0.01241951145	-2.089183554	1.267008567	a248bdd	2x2_2C_8b_C2v_L	10.125	1.219794931	2	1.574243118	1.2197949307011142	1.0	new_boucle_param.py	R0:N12:S0:0.122/R0:N14:S0:0.878	uncorrelated	-0.8664745102	1.000633137	0.1829709569	-1.918170451	0.2494222606	-2.05965333	1.257512962	-1.806644096	-0.2494213722	2.059686084	1.257498776	-1.806585945	0.252837172	-0.3281761209	1.715966102	-3.160111027	2024-08-02@23:34	1.5	-0.7734032765	1	4.060796022e-17	-0.348288012	1	-1.313354528e-16	0.08833004593	v2.7.1	
2	Broyden	-64.1283635	-65.92	17.03701137	YY	11.6	0.2432408277	parameters	sharp_wc_2_b_50	6	2	1.183591022	-1.926051331	1.866718875	0.1169295461	0.4918024206	0.1908042295	0.9249448806	-2.331994574	1.697761044	0.9248471967	1.697739411	0.2301796413	0.01242492949	-2.083764143	1.265423844	a248bdd	2x2_2C_8b_C2v_L	10.12	1.219600943	2	1.573615006	1.2196009426730552	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.12/R0:N14:S0:0.88	uncorrelated	-0.8659903089	1.001597104	0.1832118768	-1.921164707	0.2497643012	-2.064142318	1.256472524	-1.809363459	-0.2496655953	2.063866383	1.256428895	-1.809429838	0.2531683538	-0.3285883223	1.715521858	-3.16258458	2024-08-02@23:36	1.5	-0.7745232592	1	1.90689484e-16	-0.3491150012	1	-1.430916392e-16	0.08835754967	v2.7.1	
5	Broyden	-64.0856638	-65.84	17.02332828	YY	11.6	0.2431099338	parameters	sharp_wc_2_b_50	6	2	1.183179436	-1.924230943	1.866185135	0.1173981771	0.4940076074	0.191424831	0.9262413162	-2.328672421	1.697111972	0.926252463	1.697064701	0.2307985178	0.01243413485	-2.079408784	1.263985125	a248bdd	2x2_2C_8b_C2v_L	10.115	1.219347429	2	1.573103227	1.2193474287124955	1.0	new_boucle_param.py	R0:N12:S0:0.12/R0:N14:S0:0.88	uncorrelated	-0.8662270819	1.003805782	0.1837444999	-1.925593972	0.2502298687	-2.066473273	1.256450605	-1.811053621	-0.2501855007	2.066252805	1.256468471	-1.811242842	0.2535945138	-0.329052949	1.715455102	-3.164713541	2024-08-02@23:41	1.5	-0.775423301	1	8.272700933e-17	-0.3498938774	1	1.082142045e-16	0.08839497175	v2.7.1	
1	Broyden	-64.01226904	-65.76	17.00317183	YY	11.6	0.2430974651	parameters	sharp_wc_2_b_50	6	2	1.182600355	-1.917325873	1.865297632	0.1180373973	0.4980626805	0.191039589	0.9377395463	-2.321214901	1.696469569	0.9377266933	1.696461254	0.2314893244	0.01245975702	-2.074407764	1.261909574	a248bdd	2x2_2C_8b_C2v_L	10.11	1.219182638	2	1.572295598	1.2191826376298973	1.0	new_boucle_param.py	R0:N12:S0:0.109/R0:N14:S0:0.891	uncorrelated	-0.8651022877	1.007393935	0.1840219693	-1.932864498	0.2505214348	-2.080322174	1.255146592	-1.812220231	-0.2505008457	2.080257075	1.255141773	-1.812250101	0.25418142	-0.3297413978	1.715104417	-3.168084373	2024-08-02@23:43	1.5	-0.776897683	1	-2.559479912e-16	-0.3509500028	1	-2.68895442e-16	0.08841833964	v2.7.1	
2	Broyden	-63.99751721	-65.68	17.00246012	YY	11.6	0.2427545873	parameters	sharp_wc_2_b_50	6	2	1.182547796	-1.919089199	1.866058508	0.119366154	0.4926516346	0.1936909589	0.9155790073	-2.323023818	1.695304701	0.9154648695	1.695547328	0.2325265674	0.01242773953	-2.070235237	1.26213109	a248bdd	2x2_2C_8b_C2v_L	10.105	1.2188213	2	1.572246569	1.218821299996074	0.9999999999999996	new_boucle_param.py	R0:N12:S0:0.135/R0:N14:S0:0.865	uncorrelated	-0.8660725883	1.003293409	0.1848344907	-1.927207675	0.2513807336	-2.054058626	1.256465874	-1.816988359	-0.2515241236	2.055053711	1.256331388	-1.815998183	0.2546232125	-0.3299945507	1.715173576	-3.167294066	2024-08-02@23:46	1.5	-0.7768268464	1	-1.264424682e-17	-0.3510187451	1	-3.603262319e-17	0.0884589463	v2.7.1	
3	Broyden	-63.94678097	-65.6	16.98027444	YY	11.6	0.2427992677	parameters	sharp_wc_2_b_50	6	2	1.181908761	-1.918020656	1.865330741	0.1213397876	0.4968961898	0.1935717585	0.9292354865	-2.317005152	1.694955034	0.9292864901	1.694915255	0.2325037169	0.01240704304	-2.065836635	1.259852278	a248bdd	2x2_2C_8b_C2v_L	10.1	1.218683077	2	1.571386937	1.2186830770645958	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.121/R0:N14:S0:0.879	uncorrelated	-0.8664564753	1.006888096	0.1859548753	-1.937307909	0.2520412172	-2.072208657	1.255612136	-1.817021756	-0.2520372749	2.07209612	1.25564896	-1.817188783	0.254993532	-0.3303049898	1.715136099	-3.171183154	2024-08-02@23:49	1.5	-0.7784368173	1	1.816488391e-18	-0.3521863688	1	4.203309675e-17	0.08848051091	v2.7.1	
6	Broyden	-63.89330759	-65.52	16.97031277	YY	11.6	0.2425917911	parameters	sharp_wc_2_b_50	6	2	1.181598019	-1.911782995	1.864712607	0.1208567877	0.4982400674	0.1944361612	0.924662908	-2.313602305	1.694084177	0.9245622694	1.694112316	0.2342512089	0.01244464436	-2.061619151	1.258827107	a248bdd	2x2_2C_8b_C2v_L	10.095	1.218384707	2	1.571013754	1.218384707331933	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.127/R0:N14:S0:0.873	uncorrelated	-0.8657983047	1.008761631	0.1859872972	-1.938441832	0.2524259944	-2.066851982	1.255582839	-1.81965006	-0.2523806107	2.066821814	1.255523872	-1.819519495	0.2556434291	-0.3310379651	1.715132509	-3.172512276	2024-08-02@23:55	1.5	-0.7790387814	1	-4.806823661e-16	-0.3527805127	1	-4.533183119e-16	0.08852149507	v2.7.1	
6	Broyden	-63.85291816	-65.44	16.95594357	YY	11.6	0.2424940221	parameters	sharp_wc_2_b_50	6	2	1.181174888	-1.910729144	1.864681612	0.1228731009	0.4982279497	0.1951234978	0.9254531463	-2.310245896	1.693422816	0.9254681553	1.693358915	0.2357651666	0.01243280046	-2.057736198	1.257585692	a248bdd	2x2_2C_8b_C2v_L	10.09	1.218170179	2	1.570433161	1.2181701784245065	1.0	new_boucle_param.py	R0:N12:S0:0.128/R0:N14:S0:0.872	uncorrelated	-0.8659740256	1.008781505	0.1870858197	-1.942258122	0.2530436688	-2.068578114	1.255299229	-1.82150387	-0.2529938445	2.068290815	1.255326727	-1.821759918	0.2564416646	-0.3316786333	1.715214212	-3.17454038	2024-08-03@00:00	1.5	-0.7800560358	1	-4.482724631e-16	-0.3535283565	1	-2.216221095e-16	0.08854426926	v2.7.1	
3	Broyden	-63.82189033	-65.36	16.93873888	YY	11.6	0.2424394083	parameters	sharp_wc_2_b_50	6	2	1.180683311	-1.910283397	1.864346959	0.1242738831	0.5004391445	0.1967311777	0.9279322855	-2.309129886	1.693271406	0.9278408314	1.6934271	0.236593765	0.01245061824	-2.053137372	1.256242638	a248bdd	2x2_2C_8b_C2v_L	10.085	1.21799292	2	1.569665773	1.217992920040591	1.0	new_boucle_param.py	R0:N12:S0:0.126/R0:N14:S0:0.874	uncorrelated	-0.8661199385	1.010368735	0.1877647692	-1.947753596	0.2544110218	-2.074573428	1.255571804	-1.821981703	-0.2544939558	2.075181326	1.255477059	-1.821348496	0.2573379059	-0.3326321952	1.714871414	-3.176569689	2024-08-03@00:03	1.5	-0.7813796566	1	9.352387543e-17	-0.3543290724	1	1.086587776e-17	0.08854498427	v2.7.1	
7	Broyden	-63.7510797	-65.28	16.93186294	YY	11.6	0.2421875513	parameters	sharp_wc_2_b_50	6	2	1.180445141	-1.902616047	1.863818804	0.1237782827	0.4999653214	0.1969972054	0.9200071592	-2.302608778	1.691600824	0.9200060446	1.691687899	0.2373110691	0.01244097819	-2.048220061	1.255150171	a248bdd	2x2_2C_8b_C2v_L	10.08	1.21765462	2	1.569498027	1.2176546192572877	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.137/R0:N14:S0:0.863	uncorrelated	-0.8655505579	1.011345306	0.1877372677	-1.946469098	0.254162048	-2.062804245	1.255021451	-1.826898863	-0.2542334232	2.063217848	1.254990087	-1.826552212	0.2572455948	-0.3325393522	1.71489541	-3.177993141	2024-08-03@00:09	1.5	-0.7816396335	1	1.173713619e-16	-0.3548678283	1	2.080103723e-16	0.0886107443	v2.7.1	
2	Broyden	-63.69827541	-65.2	16.91575177	YY	11.6	0.242072569	parameters	sharp_wc_2_b_50	6	2	1.179952273	-1.895673427	1.862261925	0.1223145854	0.5062681661	0.1968444888	0.9279504111	-2.299146665	1.691103658	0.9280473716	1.691023738	0.2379172069	0.01249795069	-2.043644044	1.25306386	a248bdd	2x2_2C_8b_C2v_L	10.075	1.217378115	2	1.568956189	1.2173781146517135	1.0	new_boucle_param.py	R0:N12:S0:0.129/R0:N14:S0:0.871	uncorrelated	-0.8651115909	1.017665124	0.1874391063	-1.953045071	0.2543271367	-2.072894074	1.255259398	-1.827691785	-0.254324199	2.072669505	1.255334595	-1.828025724	0.2576039077	-0.333193156	1.714939024	-3.180975597	2024-08-03@00:12	1.5	-0.78262244	1	4.020904854e-16	-0.3558540704	1	2.269213733e-16	0.08865801629	v2.7.1	
5	Broyden	-63.65288184	-65.12	16.90434179	YY	11.6	0.2419410949	parameters	sharp_wc_2_b_50	6	2	1.179621868	-1.895986645	1.863011338	0.1255754277	0.5023685943	0.1982344018	0.9210058257	-2.294507188	1.690038742	0.9210230341	1.690121389	0.2382718701	0.01245762992	-2.039729756	1.252516564	a248bdd	2x2_2C_8b_C2v_L	10.07	1.217175007	2	1.568422676	1.2171750066672296	0.9999999999999997	new_boucle_param.py	R0:N12:S0:0.139/R0:N14:S0:0.861	uncorrelated	-0.865261237	1.014126918	0.1889010198	-1.953391732	0.2551812755	-2.0648031	1.254406655	-1.831190833	-0.255257693	2.065221392	1.254384665	-1.830865416	0.2582486648	-0.3335857292	1.714836355	-3.181998471	2024-08-03@00:16	1.5	-0.7835009201	1	1.694056236e-16	-0.3563643729	1	3.829564713e-17	0.08866514353	v2.7.1	
3	Broyden	-63.61917853	-65.04	16.89313275	YY	11.6	0.2417658515	parameters	sharp_wc_2_b_50	6	2	1.179274275	-1.893882024	1.862600157	0.1257574081	0.5033409546	0.1992871418	0.9176815481	-2.293095694	1.689382454	0.9177112501	1.689344837	0.24033903	0.01248356428	-2.035773487	1.251399713	a248bdd	2x2_2C_8b_C2v_L	10.065	1.216892221	2	1.568005554	1.216892221160593	1.0	new_boucle_param.py	R0:N12:S0:0.144/R0:N14:S0:0.856	uncorrelated	-0.8654808671	1.015463242	0.1891395435	-1.955235417	0.2558797546	-2.061937122	1.254902175	-1.833197434	-0.2558719564	2.061810093	1.254931456	-1.833352457	0.2590800778	-0.334427517	1.715089443	-3.183493254	2024-08-03@00:20	1.5	-0.7841931028	1	3.001136861e-16	-0.357009023	1	3.718423362e-16	0.08869727628	v2.7.1	
3	Broyden	-63.56709828	-64.96	16.87526371	YY	11.6	0.2417256121	parameters	sharp_wc_2_b_50	6	2	1.178761316	-1.89112155	1.86237783	0.1280666757	0.5045537227	0.1998098401	0.9231082649	-2.288542069	1.688866885	0.9229727204	1.688827639	0.2403891203	0.01245136158	-2.030903339	1.249865999	a248bdd	2x2_2C_8b_C2v_L	10.06	1.216723995	2	1.56723914	1.2167239946922697	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.14/R0:N14:S0:0.86	uncorrelated	-0.8652139704	1.016407404	0.1902604807	-1.960930338	0.2566702507	-2.06948041	1.254212167	-1.834449174	-0.2565500116	2.069075356	1.254159917	-1.834580913	0.2594459314	-0.3347192878	1.714633963	-3.185991788	2024-08-03@00:23	1.5	-0.7855384337	1	-1.061809497e-15	-0.3578728513	1	-2.266198378e-16	0.08870051054	v2.7.1	
2	Broyden	-63.52990678	-64.88	16.86990279	YY	11.6	0.2414733769	parameters	sharp_wc_2_b_50	6	2	1.17857706	-1.888930605	1.86279918	0.1294577937	0.500469342	0.2016602964	0.9075643201	-2.286771113	1.687616205	0.9076714044	1.687410364	0.2419362643	0.01243642672	-2.026696218	1.249509257	a248bdd	2x2_2C_8b_C2v_L	10.055	1.216413015	2	1.567043652	1.2164130151350245	1.0	new_boucle_param.py	R0:N12:S0:0.159/R0:N14:S0:0.841	uncorrelated	-0.8653707134	1.013543936	0.1909771556	-1.957775127	0.2574643133	-2.051480484	1.254448899	-1.838710133	-0.2574092125	2.050721274	1.254591211	-1.839552234	0.2600838522	-0.3352085373	1.714753807	-3.186280246	2024-08-03@00:26	1.5	-0.7857970457	1	-1.385336827e-17	-0.3582077521	1	1.647977536e-16	0.08874189063	v2.7.1	
2	Broyden	-63.45549071	-64.8	16.84892822	YY	11.6	0.2414335416	parameters	sharp_wc_2_b_50	6	2	1.177956247	-1.880824855	1.860848152	0.1278517728	0.5091913299	0.2007707389	0.923736861	-2.279331277	1.68707272	0.9236698916	1.687003624	0.2413516767	0.01248739246	-2.021677206	1.24694736	a248bdd	2x2_2C_8b_C2v_L	10.05	1.216189896	2	1.566272119	1.2161898957309782	1.0	new_boucle_param.py	R0:N12:S0:0.142/R0:N14:S0:0.858	uncorrelated	-0.8645316167	1.021849601	0.190612611	-1.967494449	0.257356221	-2.070341285	1.253613892	-1.839189518	-0.2572634551	2.069912624	1.253608317	-1.839451758	0.2601149642	-0.3356085254	1.714486296	-3.190159605	2024-08-03@00:28	1.5	-0.7872006347	1	-1.929188318e-16	-0.3593952768	1	-2.899723981e-16	0.08876815058	v2.7.1	
5	Broyden	-63.42794356	-64.72	16.84305769	YY	11.6	0.2411873401	parameters	sharp_wc_2_b_50	6	2	1.177761855	-1.882469011	1.861645415	0.129740561	0.5043416926	0.2026374203	0.9088566624	-2.27794689	1.685828195	0.9089713407	1.685787562	0.2433741333	0.01247817731	-2.017718323	1.246709979	a248bdd	2x2_2C_8b_C2v_L	10.045	1.215889474	2	1.56603191	1.2158894743027748	1.0	new_boucle_param.py	R0:N12:S0:0.161/R0:N14:S0:0.839	uncorrelated	-0.8651387414	1.017830896	0.191543354	-1.964519368	0.2582033021	-2.052826982	1.253865819	-1.843597393	-0.2582513164	2.052828745	1.253939923	-1.843778659	0.2610563706	-0.3363759482	1.714586932	-3.190235775	2024-08-03@00:33	1.5	-0.7875296995	1	-3.571925656e-16	-0.3597215454	1	-2.745567098e-16	0.08879752958	v2.7.1	
5	Broyden	-63.3682736	-64.64	16.82808819	YY	11.6	0.2410783885	parameters	sharp_wc_2_b_50	6	2	1.177309411	-1.875609962	1.860722942	0.1299679339	0.5072493468	0.2028930016	0.9120931676	-2.273138934	1.684954041	0.9121652385	1.684931435	0.2435026587	0.01248426387	-2.013130619	1.245060284	a248bdd	2x2_2C_8b_C2v_L	10.04	1.215644563	2	1.565481303	1.215644562385322	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.159/R0:N14:S0:0.841	uncorrelated	-0.8645654543	1.021148696	0.1918380491	-1.968950347	0.2585292097	-2.056653908	1.253542636	-1.845810642	-0.2585610271	2.056668178	1.253587933	-1.845912657	0.2612547212	-0.336665949	1.714514555	-3.192725757	2024-08-03@00:37	1.5	-0.7884996478	1	-3.168574162e-17	-0.3605713281	1	1.5692581e-16	0.08882706331	v2.7.1	
