model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_6b_C2v_L	7.0740335	0	13.587439	3.1170278	2.9105369	-0.15973521	-4.7980301	0.15973827	-4.7981496	-4.0027311	11.102488	1.1443969	-0.13014804	0.018861865	-0.1566398	0.018862498	-2.0836207e-07	2.5230493e-07	0.15664246	1.9709724	0.13014725	-1.9709945	-2.4601396	2.3439092	1	0.30504082	-0.021378219	1.2582676	1.6407301	-0.59861266	-0.18453197	0.077306427	0.19309735	0.042660794	1.7458394	1.7926118	0.25415287	1.7926105	1.5469802	1.1784398	-0.58444631	0.84135632	0.14376123	0.78832738	0.14376035	2.2637103e-06	-2.9749058e-06	-0.78833103	-1.6376146	-0.84133648	1.637632	2.6858231	2	2	0	0	-79.540473	R0:S0:1	1.1784398	-127.76736	uncorrelated	2	817c5bc	v2.2.6	YY	13	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:06
2x2_2C_6b_C2v_L	7.0929797	0	13.587439	3.1170278	2.9202653	-0.16070193	-4.8157931	0.16068803	-4.8155673	-4.0138747	11.112488	1.146081	-0.12794086	0.018635407	-0.15809206	0.018638142	-8.1989565e-07	-1.9295944e-06	0.15809272	1.9732188	0.12793881	-1.9731762	-2.462232	2.3439092	1	0.30504082	-0.021224295	1.2586905	1.6414515	-0.59688162	-0.18347179	0.076912792	0.1932689	0.042733771	1.7505074	1.7940229	0.24950669	1.7940247	1.5488088	1.1789015	-0.58508472	0.829958	0.14327037	0.78136614	0.14327032	-3.0739381e-06	8.4590904e-06	-0.78136174	-1.6324511	-0.82999126	1.6324215	2.6823517	2	2	0	0	-79.681489	R0:S0:1	1.1789015	-127.92736	uncorrelated	2	817c5bc	v2.2.6	YY	14	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:08
2x2_2C_6b_C2v_L	7.1120953	0	13.587439	3.1170278	2.9303818	-0.16178149	-4.8337539	0.16179019	-4.8338522	-4.0252085	11.122488	1.1478062	-0.125671	0.018397077	-0.15958728	0.018400463	-1.1244142e-06	9.2521805e-07	0.15958877	1.9754815	0.12567759	-1.9755001	-2.464389	2.3439092	1	0.30504082	-0.021064564	1.2591169	1.6421762	-0.59513631	-0.18239818	0.076513468	0.19343848	0.042803714	1.7553745	1.7954547	0.24462724	1.7954568	1.5506598	1.1793652	-0.58569821	0.81827734	0.14278429	0.77392574	0.1427811	2.5440239e-06	-4.4691471e-06	-0.77393553	-1.6271721	-0.81830391	1.627167	2.6788493	2	2	0	0	-79.825385	R0:S0:1	1.1793652	-128.08736	uncorrelated	2	817c5bc	v2.2.6	YY	12	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:09
2x2_2C_6b_C2v_L	7.1313994	0	13.587439	3.1170278	2.9406315	-0.16301689	-4.8524724	0.16299643	-4.8524424	-4.0367365	11.132488	1.1495256	-0.12337027	0.018145948	-0.16110787	0.01814465	-1.6511441e-07	2.3055308e-06	0.16111502	1.9778755	0.12336969	-1.9778722	-2.4666079	2.3439092	1	0.30504082	-0.020898803	1.2595474	1.6429054	-0.59337508	-0.18130996	0.076108684	0.19360662	0.042869347	1.7604877	1.7969025	0.23952218	1.7969038	1.5525305	1.179831	-0.58627502	0.80631122	0.14228652	0.76595989	0.14228775	1.8815712e-06	-6.1691658e-06	-0.76596683	-1.6218418	-0.80634154	1.621831	2.6753274	2	2	0	0	-79.972274	R0:S0:1	1.179831	-128.24736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:11
2x2_2C_6b_C2v_L	7.1509698	0	13.587439	3.1170278	2.9512789	-0.16439159	-4.8719504	0.16438046	-4.8717053	-4.0484813	11.142488	1.1512935	-0.12100517	0.017887206	-0.16268816	0.017879573	-7.3115407e-07	6.8657162e-08	0.16268903	1.9803982	0.1209959	-1.9803491	-2.4689076	2.3439092	1	0.30504082	-0.020724682	1.2599835	1.6436421	-0.59159042	-0.18020343	0.075696896	0.19377282	0.042931992	1.7658497	1.7983758	0.23415026	1.7983753	1.5544283	1.1802997	-0.58682682	0.7940004	0.14176111	0.75745342	0.1417721	-1.6480853e-06	1.0293345e-07	-0.7574513	-1.61641	-0.79398479	1.6163936	2.6717674	2	2	0	0	-80.122969	R0:S0:1	1.1802997	-128.40736	uncorrelated	2	817c5bc	v2.2.6	YY	14	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:13
2x2_2C_6b_C2v_L	7.1708417	0	13.587439	3.1170278	2.962384	-0.16590186	-4.891853	0.16589038	-4.8918491	-4.0604704	11.152488	1.1531277	-0.11856506	0.017604156	-0.16429744	0.017606649	-1.4535096e-06	-1.9780209e-06	0.16429989	1.982982	0.11856569	-1.9829814	-2.4712858	2.3439092	1	0.30504082	-0.02054012	1.2604261	1.6443869	-0.58977949	-0.17907575	0.075277059	0.19393646	0.042992876	1.7715009	1.7998723	0.2285087	1.7998741	1.5563619	1.1807717	-0.58736514	0.78124454	0.14120438	0.74831196	0.14120109	1.4782853e-07	5.8106983e-06	-0.74831017	-1.610868	-0.78127006	1.6108566	2.6681456	2	2	0	0	-80.277242	R0:S0:1	1.1807717	-128.56736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:15
2x2_2C_6b_C2v_L	7.1910312	0	13.587439	3.1170278	2.9738056	-0.16755419	-4.912831	0.16756367	-4.9129	-4.0727024	11.162488	1.1550074	-0.11605527	0.017310305	-0.16596025	0.017315795	-3.8944171e-07	-2.0171482e-06	0.16595769	1.9857531	0.11606624	-1.9857654	-2.4737554	2.3439092	1	0.30504082	-0.020344812	1.2608755	1.6451407	-0.58794053	-0.17792643	0.074849039	0.19409731	0.043051421	1.7774332	1.8013987	0.22257858	1.8014038	1.5583271	1.1812467	-0.58788343	0.76806586	0.14058908	0.73855453	0.14058215	-2.0262389e-06	6.7133963e-06	-0.73855812	-1.6052141	-0.768125	1.6051883	2.6644753	2	2	0	0	-80.436567	R0:S0:1	1.1812467	-128.72736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:17
2x2_2C_6b_C2v_L	7.2115705	0	13.587439	3.1170278	2.9853541	-0.16940244	-4.9346679	0.16936053	-4.9342389	-4.085238	11.172488	1.1569103	-0.11347584	0.017008682	-0.16764449	0.017001145	1.8825376e-06	5.2087401e-07	0.16767325	1.9886654	0.11348173	-1.988598	-2.476324	2.3439092	1	0.30504082	-0.020136394	1.2613326	1.6459041	-0.5860712	-0.17675278	0.074411898	0.19425688	0.043107927	1.7837036	1.802953	0.2163204	1.802957	1.5603327	1.1817272	-0.5883832	0.75438087	0.13989273	0.72805013	0.13991047	-6.5629758e-06	1.1481422e-06	-0.72810648	-1.5994573	-0.75450386	1.5993981	2.660742	2	2	0	0	-80.599395	R0:S0:1	1.1817272	-128.88736	uncorrelated	2	817c5bc	v2.2.6	YY	13	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:18
2x2_2C_6b_C2v_L	7.2324334	0	13.587439	3.1170278	2.9973047	-0.171346	-4.9567855	0.17136907	-4.9570423	-4.0979416	11.182488	1.1588633	-0.11080735	0.016670925	-0.16941965	0.016676285	5.7342767e-07	1.8543254e-06	0.16941379	1.9916116	0.11080851	-1.9916553	-2.4789499	2.3439092	1	0.30504082	-0.019915965	1.2617966	1.6466759	-0.58417386	-0.1755562	0.073966078	0.19441301	0.043162527	1.7902449	1.8045396	0.20974145	1.804538	1.5623726	1.1822107	-0.58886908	0.74029588	0.13915754	0.71697956	0.13915038	3.526249e-06	-7.194992e-06	-0.71697162	-1.5935132	-0.74025699	1.5935422	2.6569474	2	2	0	0	-80.766421	R0:S0:1	1.1822107	-129.04736	uncorrelated	2	817c5bc	v2.2.6	YY	16	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:21
2x2_2C_6b_C2v_L	7.2537583	0	13.587439	3.1170278	3.0095553	-0.17349929	-4.9801343	0.17351553	-4.9804022	-4.1111132	11.192488	1.1608765	-0.10803054	0.016320764	-0.17122785	0.016329117	-6.7753051e-07	-2.939936e-06	0.17122933	1.9947637	0.10803877	-1.994817	-2.481731	2.3439092	1	0.30504082	-0.019676785	1.2622707	1.6474613	-0.5822358	-0.17432883	0.073508683	0.19456692	0.043215477	1.7971879	1.8061594	0.20280565	1.8061575	1.5644663	1.1827006	-0.58934012	0.72546629	0.13829752	0.70506278	0.13828715	2.0351416e-06	5.9439853e-06	-0.70506709	-1.5874599	-0.72546618	1.5874911	2.6530646	2	2	0	0	-80.938748	R0:S0:1	1.1827006	-129.20736	uncorrelated	2	817c5bc	v2.2.6	YY	14	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:22
2x2_2C_6b_C2v_L	7.2755069	0	13.587439	3.1170278	3.0220828	-0.17583371	-5.0045854	0.1758466	-5.0047189	-4.1244822	11.202488	1.1629284	-0.10515792	0.015945937	-0.17310263	0.015952143	1.2227969e-06	1.6302296e-07	0.17309657	1.9980977	0.1051651	-1.9981261	-2.4845842	2.3439092	1	0.30504082	-0.019421273	1.2627541	1.6482581	-0.58026091	-0.17307203	0.073040232	0.19471771	0.043266535	1.8045021	1.8078142	0.19549722	1.807813	1.5666028	1.1831956	-0.58979664	0.70999455	0.13732712	0.69238508	0.13731774	2.3187613e-07	1.0032737e-06	-0.69237761	-1.5812641	-0.70999654	1.5812821	2.6491062	2	2	0	0	-81.11621	R0:S0:1	1.1831956	-129.36736	uncorrelated	2	817c5bc	v2.2.6	YY	16	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:24
2x2_2C_6b_C2v_L	7.2978339	0	13.587439	3.1170278	3.0349998	-0.17839515	-5.0302631	0.17840334	-5.0302918	-4.1382462	11.212488	1.1650602	-0.10215931	0.015552101	-0.17505323	0.015552338	1.0656804e-06	1.0521847e-06	0.17505054	2.001638	0.10216063	-2.0016406	-2.4875702	2.3439092	1	0.30504082	-0.019143678	1.2632501	1.6490719	-0.578235	-0.17177698	0.072557228	0.19486491	0.043317023	1.8122589	1.8095161	0.18773991	1.8095173	1.568804	1.1836978	-0.59024966	0.69368012	0.13619148	0.67879362	0.1361912	-8.2399754e-07	-2.3549399e-06	-0.678793	-1.574874	-0.69368222	1.5748682	2.6450293	2	2	0	0	-81.300271	R0:S0:1	1.1836978	-129.52736	uncorrelated	2	817c5bc	v2.2.6	YY	16	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:26
2x2_2C_6b_C2v_L	7.3206568	0	13.587439	3.1170278	3.0480584	-0.18111536	-5.0566969	0.18113018	-5.0567536	-4.1524454	11.222488	1.1672149	-0.099019231	0.015122299	-0.17705931	0.015125767	1.1355136e-06	-1.264943e-06	0.17705579	2.0052914	0.099025711	-2.0053038	-2.490696	2.3439092	1	0.30504082	-0.018840232	1.2637571	1.649899	-0.57616616	-0.17044741	0.072061186	0.19500993	0.043365364	1.8204295	1.8112545	0.17956925	1.8112545	1.5710621	1.1842077	-0.59068481	0.67647909	0.13487964	0.66432063	0.13487532	-1.9699397e-06	4.5234333e-06	-0.66432089	-1.5683088	-0.67648896	1.5683135	2.6408567	2	2	0	0	-81.4891	R0:S0:1	1.1842077	-129.68736	uncorrelated	2	817c5bc	v2.2.6	YY	17	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:29
2x2_2C_6b_C2v_L	7.3441879	0	13.587439	3.1170278	3.0614515	-0.18408852	-5.0845588	0.18414713	-5.0849789	-4.1670721	11.232488	1.1694363	-0.09572129	0.014662592	-0.17917203	0.014668132	4.3545493e-07	2.0142794e-07	0.17915093	2.0091835	0.095731488	-2.0092533	-2.4939684	2.3439092	1	0.30504082	-0.01850666	1.2642796	1.6507468	-0.57403508	-0.16907075	0.071547226	0.1951505	0.043412432	1.8291248	1.8130523	0.17085964	1.8130517	1.5733977	1.1847266	-0.59111206	0.65817514	0.13333729	0.64880267	0.13332419	2.6472875e-06	-1.8994621e-06	-0.64878064	-1.5614869	-0.65814243	1.5615195	2.6365417	2	2	0	0	-81.686135	R0:S0:1	1.1847266	-129.84736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:30
2x2_2C_6b_C2v_L	7.3684154	0	13.587439	3.1170278	3.0753232	-0.18733496	-5.1139019	0.18733494	-5.1140629	-4.1822452	11.242488	1.1717492	-0.092245926	0.014164157	-0.1813455	0.014168152	3.8734632e-07	1.175816e-06	0.18134388	2.0133146	0.092246837	-2.0133419	-2.497424	2.3439092	1	0.30504082	-0.018137775	1.2648175	1.6516144	-0.5718431	-0.16764713	0.071015305	0.19528793	0.043458558	1.8383517	1.8148986	0.16164931	1.8148989	1.5758111	1.1852557	-0.59153322	0.63857151	0.13151402	0.63220205	0.13150794	1.8392361e-06	-3.196607e-06	-0.63219418	-1.5544726	-0.63857059	1.554481	2.632085	2	2	0	0	-81.889925	R0:S0:1	1.1852557	-130.00736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:32
2x2_2C_6b_C2v_L	7.3934291	0	13.587439	3.1170278	3.0894172	-0.19085274	-5.145079	0.19085939	-5.1449954	-4.1978397	11.252488	1.174111	-0.088560408	0.01362783	-0.18365354	0.013630207	-2.8656819e-06	-2.6503874e-06	0.18365116	2.0177451	0.088561544	-2.0177278	-2.5010234	2.3439092	1	0.30504082	-0.017727994	1.2653727	1.6525047	-0.569582	-0.16617115	0.070463281	0.19542041	0.043503743	1.8481306	1.8168078	0.15187084	1.8168096	1.5783063	1.1857945	-0.59194972	0.61750145	0.12935322	0.61451035	0.12935278	8.2067167e-08	5.6995822e-06	-0.6145107	-1.5471883	-0.61751167	1.5471726	2.6274741	2	2	0	0	-82.102965	R0:S0:1	1.1857945	-130.16736	uncorrelated	2	817c5bc	v2.2.6	YY	16	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:34
2x2_2C_6b_C2v_L	7.4194078	0	13.587439	3.1170278	3.1042155	-0.19472898	-5.1784363	0.19467938	-5.1780963	-4.2139354	11.262488	1.1766008	-0.08463713	0.013050034	-0.18607308	0.013046782	-2.3276561e-06	1.9455794e-06	0.18609797	2.0225283	0.084640838	-2.0224816	-2.5047911	2.3439092	1	0.30504082	-0.017265985	1.265949	1.6534232	-0.56723568	-0.16463166	0.069886806	0.19554603	0.043548983	1.8585512	1.8187922	0.14146356	1.8187928	1.5809029	1.1863441	-0.59237382	0.59460041	0.12674487	0.59553894	0.12675329	2.0697886e-06	-5.7525672e-06	-0.59557869	-1.5395823	-0.59466702	1.5395576	2.6226609	2	2	0	0	-82.327042	R0:S0:1	1.1863441	-130.32736	uncorrelated	2	817c5bc	v2.2.6	YY	14	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:36
2x2_2C_6b_C2v_L	7.4464739	0	13.587439	3.1170278	3.1192004	-0.19885731	-5.2132506	0.19886673	-5.2130953	-4.2307656	11.272488	1.1791472	-0.080416916	0.012412372	-0.18862735	0.012415245	1.6125901e-06	-1.5287887e-06	0.18862559	2.0275681	0.080422637	-2.0275357	-2.5088087	2.3439092	1	0.30504082	-0.016737676	1.2665493	1.6543737	-0.56479384	-0.1630201	0.069282663	0.19566833	0.04359309	1.8696612	1.8208443	0.13034469	1.8208502	1.5836131	1.1869103	-0.59279105	0.56949859	0.12358291	0.57516069	0.12358356	-6.2443251e-06	6.6420828e-06	-0.57517016	-1.5316667	-0.56954234	1.5316202	2.6176401	2	2	0	0	-82.560416	R0:S0:1	1.1869103	-130.48736	uncorrelated	2	817c5bc	v2.2.6	YY	16	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:38
2x2_2C_6b_C2v_L	7.4747543	0	13.587439	3.1170278	3.1349546	-0.20341013	-5.2504808	0.20341274	-5.2505763	-4.2483144	11.282488	1.1818393	-0.075861292	0.011714444	-0.19132521	0.011718717	8.5387781e-07	1.9701705e-06	0.19132199	2.0329898	0.075861103	-2.0330064	-2.5130657	2.3439092	1	0.30504082	-0.016130249	1.2671762	1.6553605	-0.56224441	-0.16132919	0.068647836	0.19578334	0.043637436	1.8814932	1.8229852	0.11850616	1.8229842	1.5864444	1.1874903	-0.59321782	0.54174055	0.11973345	0.55334815	0.11972864	1.5964183e-06	-4.682983e-06	-0.55333876	-1.5233477	-0.54173152	1.5233603	2.6123793	2	2	0	0	-82.806638	R0:S0:1	1.1874903	-130.64736	uncorrelated	2	817c5bc	v2.2.6	YY	21	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:41
2x2_2C_6b_C2v_L	7.5043649	0	13.587439	3.1170278	3.1510081	-0.208318	-5.2899999	0.20837783	-5.2906691	-4.2665312	11.292488	1.1845979	-0.070893405	0.010943372	-0.19418262	0.010946703	-1.6661752e-06	2.5404906e-06	0.19415522	2.0387898	0.070891615	-2.0388957	-2.5175436	2.3439092	1	0.30504082	-0.015422341	1.2678321	1.6563867	-0.5595772	-0.15955123	0.067979246	0.19589156	0.043681696	1.8940652	1.8252062	0.10591955	1.8252017	1.5894003	1.1880862	-0.59365119	0.51070762	0.11500757	0.53003578	0.11499439	9.3365213e-06	-1.0686956e-05	-0.52998297	-1.5146634	-0.51062984	1.5147287	2.6068726	2	2	0	0	-83.065416	R0:S0:1	1.1880862	-130.80736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:43
2x2_2C_6b_C2v_L	7.535552	0	13.587439	3.1170278	3.1677714	-0.21369105	-5.3327803	0.21368754	-5.3327036	-4.2856833	11.302488	1.1875012	-0.065402606	0.010085676	-0.19716957	0.0100854	-9.7465943e-07	1.1823571e-06	0.19716757	2.0451256	0.065405446	-2.0451132	-2.5223266	2.3439092	1	0.30504082	-0.01458127	1.2685222	1.6574613	-0.55676943	-0.15767161	0.067271182	0.19599231	0.043726952	1.9074439	1.8275087	0.092559439	1.8275098	1.5924985	1.1886997	-0.59410117	0.47538654	0.10911511	0.50504032	0.10911439	1.106418e-06	-2.7625685e-06	-0.50504007	-1.5056485	-0.47540148	1.5056387	2.6010811	2	2	0	0	-83.338299	R0:S0:1	1.1886997	-130.96736	uncorrelated	2	817c5bc	v2.2.6	YY	17	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:45
2x2_2C_6b_C2v_L	7.5685536	0	13.587439	3.1170278	3.1852976	-0.21953503	-5.3785556	0.21951773	-5.3783807	-4.3056933	11.312488	1.1905494	-0.059267942	0.0091205481	-0.2003467	0.0091188339	-2.5019889e-06	9.0790705e-07	0.2003558	2.0519522	0.059261219	-2.0519221	-2.5273877	2.3439092	1	0.30504082	-0.013562702	1.2692511	1.6585923	-0.55379874	-0.1556766	0.066518082	0.19608233	0.043773743	1.9216244	1.8299086	0.078374177	1.8299093	1.5957439	1.1893292	-0.59457567	0.43466634	0.10169138	0.47839221	0.10169775	2.7568979e-06	-5.0386992e-06	-0.47840839	-1.4961647	-0.43465743	1.4961512	2.5949837	2	2	0	0	-83.628093	R0:S0:1	1.1893292	-131.12736	uncorrelated	2	817c5bc	v2.2.6	YY	16	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:47
2x2_2C_6b_C2v_L	7.6033134	0	13.587439	3.1170278	3.2034574	-0.22576328	-5.4271033	0.22564534	-5.42607	-4.3266523	11.322488	1.1937127	-0.052291952	0.0080161123	-0.20362039	0.0080102743	1.7130847e-06	-4.2438624e-06	0.20366907	2.0592286	0.052290377	-2.0590648	-2.5327411	2.3439092	1	0.30504082	-0.012306503	1.2700172	1.659779	-0.55066911	-0.15357041	0.065721293	0.19616369	0.043821916	1.9364637	1.8323626	0.063549329	1.8323709	1.5991077	1.1899723	-0.59507023	0.38691906	0.092272755	0.45026449	0.092290677	-1.2222157e-05	1.5334862e-05	-0.45036009	-1.4864204	-0.38700823	1.4863155	2.5886381	2	2	0	0	-83.930969	R0:S0:1	1.1899723	-131.28736	uncorrelated	2	817c5bc	v2.2.6	YY	13	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:48
2x2_2C_6b_C2v_L	7.6402601	0	13.587439	3.1170278	3.2223767	-0.23242819	-5.4789104	0.23232904	-5.4780312	-4.3485183	11.332488	1.1970133	-0.044077131	0.0067235323	-0.20710388	0.0067256649	1.0689757e-06	-1.8928004e-06	0.20714053	2.067032	0.044074494	-2.0668953	-2.538372	2.3439092	1	0.30504082	-0.010688597	1.2708287	1.6610377	-0.54733924	-0.15133002	0.064871521	0.19623076	0.04387318	1.9519439	1.8348967	0.048062741	1.8349016	1.6025964	1.1906252	-0.59560291	0.32893404	0.079916692	0.42079114	0.079925592	-7.1705422e-06	7.9682706e-06	-0.42086329	-1.4762395	-0.32898708	1.4761684	2.5820144	2	2	0	0	-84.252664	R0:S0:1	1.1906252	-131.44736	uncorrelated	2	817c5bc	v2.2.6	YY	17	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:51
2x2_2C_6b_C2v_L	7.679335	0	13.587439	3.1170278	3.2423426	-0.23931835	-5.532765	0.23932447	-5.5329487	-4.371136	11.342488	1.2004836	-0.033850692	0.0051341372	-0.21067328	0.0051339201	-5.9508594e-07	9.7055888e-07	0.21066481	2.0751699	0.033849575	-2.0751991	-2.5442056	2.3439092	1	0.30504082	-0.008477045	1.271683	1.6623691	-0.54381137	-0.14896228	0.063970826	0.19628446	0.043929435	1.9677957	1.837453	0.032204574	1.8374512	1.6061587	1.1912805	-0.59618831	0.25464259	0.062973815	0.39038827	0.062971811	2.2301914e-06	-3.0551282e-06	-0.39036769	-1.4658611	-0.25463142	1.465881	2.5751964	2	2	0	0	-84.587092	R0:S0:1	1.1912805	-131.60736	uncorrelated	2	817c5bc	v2.2.6	YY	17	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:53
2x2_2C_6b_C2v_L	7.7204515	0	13.587439	3.1170278	3.2628755	-0.24646861	-5.5888738	0.24644286	-5.5887192	-4.3944788	11.352488	1.2040053	-0.018853456	0.0028355925	-0.21421347	0.002839987	-2.0511052e-07	-6.1858906e-07	0.21423373	2.0836376	0.018864336	-2.0836219	-2.5501974	2.3439092	1	0.30504082	-0.0048875326	1.2725765	1.6637751	-0.54008889	-0.14647778	0.063022673	0.19632485	0.043987796	1.9836748	1.8399726	0.016325605	1.8399714	1.6097207	1.1919261	-0.59679767	0.1427623	0.035901822	0.35962772	0.03589669	-9.3187393e-07	2.7870291e-06	-0.35966088	-1.4555795	-0.14280488	1.4555809	2.5683377	2	2	0	0	-84.930169	R0:S0:1	1.1919261	-131.76736	uncorrelated	2	817c5bc	v2.2.6	YY	46	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@12:58
2x2_2C_6b_C2v_L	7.7405847	0	13.587439	3.1170278	3.2864073	-0.25967733	-5.6360818	0.25970452	-5.6362505	-4.413466	11.362488	1.2071894	-0.00012430536	1.8470606e-05	-0.21737981	2.1107564e-05	4.8789283e-07	-1.9433642e-08	0.21736571	2.0897449	0.00012621634	-2.0897699	-2.5538248	2.3439092	1	0.30504082	-3.0636387e-05	1.2730074	1.6644778	-0.53824908	-0.14528228	0.062564155	0.1962688	0.044037143	1.9907161	1.8413144	0.0092852719	1.8413131	1.6114002	1.1921445	-0.59728582	0.00089816461	0.00022375552	0.34778016	0.00022164562	-6.2720926e-07	6.9215209e-07	-0.34775278	-1.450066	-0.00090548586	1.4500822	2.5649458	2	2	0	0	-85.236573	R0:S0:1	1.1921445	-131.92736	uncorrelated	2	817c5bc	v2.2.6	YY	80	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@13:07
2x2_2C_6b_C2v_L	7.7416994	0	13.587439	3.1170278	3.3114513	-0.27761075	-5.672245	0.27766294	-5.6726516	-4.4285199	11.372488	1.2099471	4.5899026e-05	-5.3400148e-06	-0.21999414	-1.2247979e-05	-7.4656388e-07	1.0969181e-06	0.21997587	2.0933061	-5.30915e-05	-2.093366	-2.5554249	2.3439092	1	0.30504082	1.0610718e-05	1.2730247	1.6645339	-0.53812851	-0.14524197	0.062547126	0.19615264	0.044073977	1.9905365	1.8416758	0.0094652861	1.8416747	1.611535	1.1920293	-0.59762399	-0.00031320315	-7.9152493e-05	0.35119274	-7.2850681e-05	2.0065655e-06	-4.3058254e-06	-0.35115548	-1.4485876	0.00033903326	1.4486102	2.5644487	2	2	0	0	-85.494519	R0:S0:1	1.1920293	-132.08736	uncorrelated	2	817c5bc	v2.2.6	YY	21	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@13:10
2x2_2C_6b_C2v_L	7.7427064	0	13.587439	3.1170278	3.3360383	-0.29496839	-5.7055442	0.29491683	-5.7050223	-4.4433736	11.382488	1.2126192	3.7705423e-05	-4.9275252e-06	-0.22227497	-6.1606269e-06	-4.3237338e-07	2.1453208e-06	0.2222964	2.096455	-3.744532e-05	-2.0963745	-2.5569523	2.3439092	1	0.30504082	7.6566738e-06	1.2730403	1.6645841	-0.53801985	-0.14520499	0.062531606	0.19604883	0.044109528	1.9903765	1.8419894	0.0096212125	1.8419927	1.6116659	1.1919265	-0.59794894	-0.00023251157	-5.6324698e-05	0.35411502	-5.5858107e-05	2.0902267e-06	-5.6765083e-06	-0.35416432	-1.4473292	0.00023282743	1.4472863	2.5639691	2	2	0	0	-85.736443	R0:S0:1	1.1919265	-132.24736	uncorrelated	2	817c5bc	v2.2.6	YY	27	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@13:13
2x2_2C_6b_C2v_L	7.7436175	0	13.587439	3.1170278	3.3603789	-0.31166795	-5.7349747	0.31170537	-5.7351701	-4.4581774	11.392488	1.2152307	-3.0359828e-05	8.4855808e-06	-0.22434264	6.8242159e-06	5.3186044e-08	-6.5190381e-07	0.22432539	2.0990319	3.079166e-05	-2.0990595	-2.5584626	2.3439092	1	0.30504082	-4.900384e-06	1.2730545	1.6646296	-0.53792173	-0.14517111	0.062517516	0.19595638	0.044142333	1.9902382	1.8422682	0.0097634197	1.8422673	1.611792	1.191835	-0.59824821	0.00017146069	3.1672474e-05	0.35676917	3.235791e-05	-6.1067205e-07	1.7302982e-06	-0.35673756	-1.4461659	-0.00017229214	1.4461802	2.5635166	2	2	0	0	-85.964232	R0:S0:1	1.191835	-132.40736	uncorrelated	2	817c5bc	v2.2.6	YY	21	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@13:15
