model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_6b_C2v_L	7.7591726	0	13.587439	3.1170278	4.2084686	-0.75411198	-6.1975037	0.75459211	-6.1991339	-4.9967403	11.802488	1.2917933	-6.8547548e-06	5.732814e-06	-0.22890103	-2.2292989e-06	6.5319617e-07	6.1644747e-07	0.22874762	2.1081271	-5.2474479e-06	-2.108331	-2.5983361	2.3439092	1	0.30504082	2.6152167e-07	1.2732989	1.6654071	-0.53627982	-0.14451876	0.06226282	0.195081	0.044850428	1.9900514	1.8428189	0.0099609523	1.8428258	1.6151354	1.190995	-0.60473601	1.3110694e-05	-6.6272234e-06	0.36057295	-3.9622218e-07	-2.0323519e-07	-1.1020231e-06	-0.36033542	-1.4440115	1.1393575e-05	1.4440324	2.5523061	2	2	0	0	-91.51044	R0:S0:1	1.190995	-138.96736	uncorrelated	2	817c5bc	v2.2.6	YY	18	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@13:59
2x2_2C_6b_C2v_L	7.7593293	0	13.587439	3.1170278	4.2267257	-0.76070539	-6.2013258	0.76048908	-6.2013634	-5.0087532	11.812488	1.2931592	-9.6393458e-06	6.4730304e-06	-0.22771788	2.7472091e-06	8.9672613e-07	-3.5412401e-06	0.22775366	2.1075267	8.0533667e-06	-2.1075482	-2.598953	2.3439092	1	0.30504082	1.3984624e-07	1.2733014	1.6654156	-0.53626378	-0.14451112	0.062260062	0.19509226	0.044857908	1.9901203	1.8427024	0.009877944	1.8426968	1.6151883	1.191007	-0.60480973	2.0275696e-05	-6.0896315e-06	0.35904775	-3.9830585e-06	-3.0840609e-06	7.0553482e-06	-0.35907692	-1.4445228	-1.6782222e-05	1.44456	2.5521395	2	2	0	0	-91.600498	R0:S0:1	1.191007	-139.12736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:00
2x2_2C_6b_C2v_L	7.7594821	0	13.587439	3.1170278	4.2448132	-0.7668355	-6.2043382	0.76701387	-6.2046213	-5.0205761	11.822488	1.2944929	-9.609957e-06	2.9617058e-06	-0.22669415	6.635789e-07	2.6005029e-06	-1.0983078e-06	0.22664847	2.106839	1.0465308e-06	-2.1068711	-2.5995212	2.3439092	1	0.30504082	-9.0764367e-08	1.2733039	1.6654238	-0.53624815	-0.14450362	0.062257344	0.1951042	0.044865246	1.990197	1.8425784	0.0098063507	1.8425795	1.6152373	1.1910198	-0.60488232	1.9781e-05	-2.3337984e-06	0.35773071	6.0465273e-07	-3.2529649e-06	3.3102616e-06	-0.35766616	-1.4450482	-3.5193753e-06	1.4450542	2.5519815	2	2	0	0	-91.689635	R0:S0:1	1.1910198	-139.28736	uncorrelated	2	817c5bc	v2.2.6	YY	13	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:01
2x2_2C_6b_C2v_L	7.7596265	0	13.587439	3.1170278	4.2627383	-0.77300211	-6.2073119	0.77240315	-6.2068297	-5.0324872	11.832488	1.295801	9.9920464e-06	-4.5245241e-06	-0.22541409	-8.1004186e-06	-3.4903722e-07	-7.0868282e-07	0.22554629	2.1061414	-1.6319365e-05	-2.1061155	-2.6001095	2.3439092	1	0.30504082	-1.2817465e-07	1.2733062	1.6654319	-0.53623337	-0.14449654	0.062254813	0.19511768	0.044872048	1.9902734	1.8424535	0.0097182052	1.8424403	1.6152869	1.1910341	-0.60494938	-2.1176571e-05	4.9261263e-06	0.35610262	7.8625209e-06	0	9.1455489e-07	-0.35625691	-1.4455779	3.3613702e-05	1.4456419	2.5518269	2	2	0	0	-91.776822	R0:S0:1	1.1910341	-139.44736	uncorrelated	2	817c5bc	v2.2.6	YY	18	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:03
2x2_2C_6b_C2v_L	7.759785	0	13.587439	3.1170278	4.2807791	-0.77873678	-6.2106322	0.77901191	-6.2107831	-5.0442324	11.842488	1.297118	7.285367e-06	-2.5133859e-06	-0.22445446	-1.8006323e-06	2.7715785e-07	5.3908553e-07	0.22438694	2.1055189	-7.3629462e-06	-2.1055182	-2.6006546	2.3439092	1	0.30504082	1.7395326e-07	1.2733087	1.6654403	-0.53621712	-0.14448888	0.062252001	0.19512774	0.044879015	1.9903526	1.8423285	0.0096518332	1.8423348	1.6153348	1.191045	-0.60502024	-1.5916938e-05	6.7555096e-07	0.35487111	3.7044914e-07	4.1508051e-08	-8.2384296e-07	-0.35479093	-1.4461145	1.5934931e-05	1.4460817	2.5516701	2	2	0	0	-91.867047	R0:S0:1	1.191045	-139.60736	uncorrelated	2	817c5bc	v2.2.6	YY	16	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:04
2x2_2C_6b_C2v_L	7.7599213	0	13.587439	3.1170278	4.2987858	-0.78376128	-6.2115438	0.78497633	-6.2139982	-5.0559896	11.852488	1.2984284	1.2175e-05	-1.5421141e-06	-0.22333085	-6.7873606e-07	4.4154609e-07	-2.5926566e-08	0.22298965	2.1045968	-5.6437271e-06	-2.1048624	-2.6011965	2.3439092	1	0.30504082	4.8258403e-07	1.2733109	1.6654478	-0.53620328	-0.14448199	0.062249532	0.19514341	0.044885716	1.9904493	1.8421794	0.0095756007	1.8422031	1.6153832	1.1910616	-0.60508774	-2.6181034e-05	-1.8664624e-06	0.35345882	-3.5772828e-06	-5.6953691e-07	4.9823915e-07	-0.35298323	-1.4467166	1.4006913e-05	1.446665	2.5515157	2	2	0	0	-91.94942	R0:S0:1	1.1910616	-139.76736	uncorrelated	2	817c5bc	v2.2.6	YY	28	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:06
2x2_2C_6b_C2v_L	7.7600763	0	13.587439	3.1170278	4.3167649	-0.79029753	-6.2160739	0.7902911	-6.2165604	-5.0676439	11.862488	1.2997235	-1.3816296e-05	7.3172264e-06	-0.22205868	1.8557371e-06	-3.1834458e-07	-1.4764128e-06	0.22203397	2.1040884	7.6413679e-06	-2.104157	-2.6017172	2.3439092	1	0.30504082	2.600257e-08	1.2733134	1.6654561	-0.53618738	-0.14447452	0.062246781	0.19515406	0.044891891	1.9905142	1.8420725	0.0094884505	1.8420723	1.6154288	1.1910731	-0.60515266	2.8244832e-05	-5.9737478e-06	0.35182782	-2.259055e-06	-5.1390121e-07	2.3288741e-06	-0.35177445	-1.4471844	-1.5952056e-05	1.447205	2.5513661	2	2	0	0	-92.040677	R0:S0:1	1.1910731	-139.92736	uncorrelated	2	817c5bc	v2.2.6	YY	22	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:08
2x2_2C_6b_C2v_L	7.7602168	0	13.587439	3.1170278	4.3344385	-0.79487899	-6.2176205	0.79672596	-6.2205795	-5.0793136	11.872488	1.3009758	2.7261339e-05	-1.2150224e-05	-0.22106467	-8.2921986e-06	-1.0802973e-07	4.1622696e-06	0.22059718	2.1032766	-2.3204538e-05	-2.1035838	-2.6022332	2.3439092	1	0.30504082	2.3010803e-08	1.2733157	1.6654638	-0.53617301	-0.14446764	0.062244282	0.19516769	0.044898138	1.9906117	1.8419254	0.0094210809	1.8419567	1.6154749	1.1910876	-0.60521656	-5.5838277e-05	9.8476387e-06	0.35056842	7.2453246e-06	2.5409452e-06	-7.4279336e-06	-0.34993841	-1.4477884	4.7899866e-05	1.4477113	2.5512184	2	2	0	0	-92.124906	R0:S0:1	1.1910876	-140.08736	uncorrelated	2	817c5bc	v2.2.6	YY	24	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:10
2x2_2C_6b_C2v_L	7.7603299	0	13.587439	3.1170278	4.3521273	-0.80121406	-6.2213986	0.79933701	-6.218806	-5.0908979	11.882488	1.3022269	4.2254489e-06	-1.4475635e-06	-0.21912021	-2.7186268e-06	5.5694031e-07	-3.7124437e-06	0.21957268	2.1026676	1.62318e-07	-2.1024094	-2.6027319	2.3439092	1	0.30504082	-2.3033431e-07	1.2733175	1.6654704	-0.53616164	-0.14446166	0.062242204	0.195188	0.044903818	1.9906799	1.841795	0.0092890427	1.8417651	1.6155176	1.1911088	-0.60527405	-7.381704e-06	3.6386677e-06	0.3480664	3.405804e-06	-2.8297566e-06	7.0713781e-06	-0.34866408	-1.4483884	-5.1699927e-07	1.4484695	2.5510832	2	2	0	0	-92.205159	R0:S0:1	1.1911088	-140.24736	uncorrelated	2	817c5bc	v2.2.6	YY	30	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:13
2x2_2C_6b_C2v_L	7.7604678	0	13.587439	3.1170278	4.3694958	-0.80531239	-6.2226728	0.8065598	-6.224382	-5.1022942	11.892488	1.3034227	2.8620646e-06	-1.6755802e-06	-0.21834013	3.2911902e-06	-2.0423419e-06	3.9269503e-06	0.21804598	2.1018327	8.3692741e-06	-2.1020034	-2.6031761	2.3439092	1	0.30504082	-5.4580671e-08	1.2733197	1.6654778	-0.53614757	-0.14445488	0.062239702	0.19520032	0.044909907	1.990783	1.8416484	0.0092369564	1.8416687	1.6155584	1.1911221	-0.60533726	-4.7108379e-06	1.9942033e-06	0.34708863	-2.541425e-06	4.3149269e-06	-7.8772777e-06	-0.34670247	-1.4489719	-1.6189335e-05	1.4489146	2.550946	2	2	0	0	-92.2904	R0:S0:1	1.1911221	-140.40736	uncorrelated	2	817c5bc	v2.2.6	YY	14	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:14
2x2_2C_6b_C2v_L	7.7606106	0	13.587439	3.1170278	4.3872604	-0.81169446	-6.2274399	0.81021956	-6.2253495	-5.1138695	11.902488	1.3046761	7.9445562e-06	-3.36515e-06	-0.21672337	-2.1328427e-07	1.1471699e-06	1.0126804e-06	0.21708527	2.1013571	3.8745024e-06	-2.1011516	-2.603669	2.3439092	1	0.30504082	-1.7830579e-07	1.273322	1.6654856	-0.53613295	-0.14444792	0.062237154	0.19521358	0.044915499	1.9908466	1.8415383	0.0091286735	1.8415119	1.6156025	1.1911362	-0.6053971	-1.4429536e-05	4.712683e-06	0.34502184	1.026581e-06	-7.3533507e-07	-8.2867669e-07	-0.3455001	-1.4494675	-7.3222121e-06	1.4495493	2.5508026	2	2	0	0	-92.378381	R0:S0:1	1.1911362	-140.56736	uncorrelated	2	817c5bc	v2.2.6	YY	26	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:17
2x2_2C_6b_C2v_L	7.760719	0	13.587439	3.1170278	4.4044538	-0.8150368	-6.2277622	0.81496099	-6.227405	-5.1253366	11.912488	1.3058426	5.4912408e-06	-4.0200271e-06	-0.21534925	4.0069444e-07	-5.1755539e-07	-7.2752912e-07	0.21538782	2.1004262	-1.0162845e-06	-2.1003848	-2.6041298	2.3439092	1	0.30504082	-9.637265e-08	1.2733238	1.6654921	-0.53612199	-0.14444233	0.062235198	0.19523402	0.044920545	1.9909593	1.8413649	0.0090376124	1.8413618	1.6156422	1.1911575	-0.6054488	-1.0645753e-05	3.6797396e-06	0.34328198	8.4976467e-07	1.1646908e-07	1.0637168e-06	-0.34334282	-1.4501878	1.7906904e-06	1.4501933	2.5506776	2	2	0	0	-92.453134	R0:S0:1	1.1911575	-140.72736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:18
2x2_2C_6b_C2v_L	7.7608423	0	13.587439	3.1170278	4.421958	-0.82029946	-6.2308508	0.81859332	-6.2284169	-5.1366389	11.922488	1.3070448	7.4652379e-06	-3.9541407e-06	-0.21372586	-4.0369805e-06	-1.9161698e-06	1.4836286e-06	0.21414717	2.0997757	-3.0930483e-06	-2.0995343	-2.6045514	2.3439092	1	0.30504082	-3.5205664e-07	1.2733258	1.665499	-0.53610949	-0.14443608	0.062232928	0.19525139	0.044925588	1.9910414	1.8412304	0.008929951	1.8412001	1.6156803	1.1911758	-0.60550349	-1.3258344e-05	6.4802051e-06	0.34120814	5.6127079e-06	2.7901201e-06	-3.5816695e-06	-0.34176946	-1.4507708	5.6449505e-06	1.450862	2.5505503	2	2	0	0	-92.534896	R0:S0:1	1.1911758	-140.88736	uncorrelated	2	817c5bc	v2.2.6	YY	18	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:19
2x2_2C_6b_C2v_L	7.7609436	0	13.587439	3.1170278	4.4390313	-0.82283126	-6.2302688	0.82301233	-6.2308903	-5.1480444	11.932488	1.3081894	-1.5978793e-06	-2.2809377e-07	-0.21233268	-1.7915988e-06	-7.2902107e-07	-6.1367511e-07	0.21226993	2.0987503	-7.5526331e-07	-2.0988256	-2.6049953	2.3439092	1	0.30504082	-2.1212344e-07	1.2733274	1.6655051	-0.53609931	-0.14443075	0.06223108	0.19527268	0.044930397	1.9911652	1.8410452	0.0088396027	1.8410494	1.6157184	1.1911979	-0.60555297	3.6716598e-06	1.8932657e-06	0.33946632	3.0185741e-06	4.1867434e-07	6.0160923e-07	-0.33936995	-1.4515266	7.7549415e-07	1.4515237	2.5504301	2	2	0	0	-92.606883	R0:S0:1	1.1911979	-141.04736	uncorrelated	2	817c5bc	v2.2.6	YY	13	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:21
2x2_2C_6b_C2v_L	7.7610654	0	13.587439	3.1170278	4.4563075	-0.82772796	-6.2330211	0.82765083	-6.233257	-5.1592444	11.942488	1.309349	-2.2920693e-06	-3.4361831e-08	-0.21095827	-3.8724061e-06	-2.8164606e-06	7.6399613e-07	0.21096584	2.0980645	-5.0435635e-06	-2.0981033	-2.6053846	2.3439092	1	0.30504082	-2.5823471e-07	1.2733294	1.6655118	-0.53608696	-0.14442461	0.06222883	0.19528901	0.044935146	1.9912509	1.8409092	0.0087490524	1.8409081	1.6157549	1.1912153	-0.60560572	4.9163728e-06	2.1081572e-06	0.33770605	5.0893982e-06	3.4161158e-06	-3.0820467e-06	-0.33770495	-1.4521023	8.8342238e-06	1.4521174	2.5503064	2	2	0	0	-92.689729	R0:S0:1	1.1912153	-141.20736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:22
2x2_2C_6b_C2v_L	7.7611678	0	13.587439	3.1170278	4.4732673	-0.83008178	-6.2329694	0.83211279	-6.2356957	-5.1704701	11.952488	1.3104704	1.104541e-05	-7.559015e-06	-0.2095832	4.3751648e-07	-1.8463138e-06	3.3895572e-06	0.20909176	2.0971143	-1.0141165e-06	-2.0973822	-2.6057824	2.3439092	1	0.30504082	-2.3286062e-07	1.2733311	1.6655179	-0.53607664	-0.14441927	0.062226941	0.19531031	0.044939915	1.9913728	1.8407264	0.0086601181	1.8407612	1.6157898	1.1912375	-0.6056553	-2.055631e-05	7.4998478e-06	0.33597178	2.0251137e-06	3.8323709e-06	-6.7059501e-06	-0.33531732	-1.4528584	1.6655045e-06	1.4527518	2.5501925	2	2	0	0	-92.761969	R0:S0:1	1.1912375	-141.36736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:23
2x2_2C_6b_C2v_L	7.7612569	0	13.587439	3.1170278	4.4900574	-0.83402759	-6.2349609	0.83340299	-6.2343854	-5.1817093	11.962488	1.31156	-2.0070598e-05	7.2365669e-06	-0.20745707	5.189498e-06	1.7159798e-06	5.1704271e-06	0.20758381	2.0963624	1.7598568e-05	-2.0963112	-2.6061798	2.3439092	1	0.30504082	-1.440394e-07	1.2733325	1.6655236	-0.53606773	-0.14441448	0.062225298	0.19533437	0.044943971	1.9914699	1.8405657	0.008522163	1.8405571	1.6158239	1.1912624	-0.60569815	3.9410248e-05	-4.8238443e-06	0.33325402	-3.4954053e-06	1.1478391e-06	-7.9344532e-06	-0.33341255	-1.4535592	-3.4522142e-05	1.4535887	2.5500848	2	2	0	0	-92.833934	R0:S0:1	1.1912624	-141.52736	uncorrelated	2	817c5bc	v2.2.6	YY	10	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:24
2x2_2C_6b_C2v_L	7.7613605	0	13.587439	3.1170278	4.5070543	-0.8361012	-6.2347124	0.83786087	-6.2373835	-5.1929122	11.972488	1.3126732	-7.3644782e-06	3.8808162e-06	-0.20610408	5.2210169e-06	2.5135994e-06	-9.4785675e-07	0.20566605	2.0953888	1.3807509e-05	-2.0956675	-2.6065663	2.3439092	1	0.30504082	1.1709413e-07	1.2733342	1.6655297	-0.53605727	-0.14440913	0.06222339	0.19535491	0.044947987	1.9915938	1.8403831	0.0084358057	1.8404129	1.6158588	1.1912838	-0.60574306	1.4329081e-05	-3.8779597e-06	0.33155105	-5.5554616e-06	-3.2157942e-06	3.1754624e-06	-0.33095275	-1.454302	-2.5892539e-05	1.4542238	2.549971	2	2	0	0	-92.906297	R0:S0:1	1.1912838	-141.68736	uncorrelated	2	817c5bc	v2.2.6	YY	22	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:26
2x2_2C_6b_C2v_L	7.7614573	0	13.587439	3.1170278	4.5241257	-0.83933318	-6.235736	0.84052441	-6.2380765	-5.2039801	11.982488	1.3137923	-1.0117273e-06	3.2951562e-06	-0.20431784	-3.6926569e-06	1.8394306e-07	1.4760207e-06	0.20399462	2.0945331	-2.3007417e-07	-2.0947939	-2.6069198	2.3439092	1	0.30504082	-6.113818e-08	1.2733358	1.6655355	-0.53604761	-0.14440394	0.062221548	0.19537758	0.044951907	1.9917013	1.8402139	0.0083211502	1.8402365	1.6158914	1.1913075	-0.60578751	2.651235e-06	-1.0115498e-06	0.3292688	2.2643769e-06	5.6574405e-07	-2.385091e-06	-0.32880986	-1.4550147	8.1576632e-07	1.454966	2.5498618	2	2	0	0	-92.978562	R0:S0:1	1.1913075	-141.84736	uncorrelated	2	817c5bc	v2.2.6	YY	10	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:27
2x2_2C_6b_C2v_L	7.7615472	0	13.587439	3.1170278	4.5406889	-0.84217986	-6.2369575	0.84325697	-6.2387461	-5.2150239	11.992488	1.3148382	8.8060753e-06	-2.1023836e-06	-0.20256615	-4.3688274e-06	-9.5315163e-07	-4.0365e-07	0.20229655	2.0937117	-8.2133542e-06	-2.0939078	-2.6072672	2.3439092	1	0.30504082	-3.068933e-08	1.2733373	1.6655411	-0.53603858	-0.14439921	0.062219893	0.19540114	0.044955601	1.991809	1.8400448	0.0082092831	1.8400622	1.6159212	1.1913319	-0.60582758	-1.6488175e-05	2.5166808e-06	0.32702577	3.3878035e-06	7.3213365e-07	1.746464e-07	-0.32665025	-1.4557306	1.5858373e-05	1.4556942	2.5497643	2	2	0	0	-93.050346	R0:S0:1	1.1913319	-142.00736	uncorrelated	2	817c5bc	v2.2.6	YY	14	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:28
2x2_2C_6b_C2v_L	7.7616381	0	13.587439	3.1170278	4.55727	-0.84431321	-6.2379505	0.84615266	-6.2398823	-5.2260776	12.002488	1.3158832	1.6077472e-05	-8.3767935e-06	-0.20088042	5.8569163e-06	2.8090988e-07	-3.1318189e-06	0.20047151	2.0928871	1.0024625e-05	-2.0930655	-2.6076129	2.3439092	1	0.30504082	-3.3195849e-08	1.2733388	1.6655467	-0.53602945	-0.14439442	0.062218208	0.1954237	0.044959212	1.9919237	1.8398684	0.0081024365	1.839896	1.6159521	1.1913554	-0.60586784	-2.9519859e-05	6.680417e-06	0.32486933	-4.0634074e-06	-2.1531968e-06	5.8870351e-06	-0.32433421	-1.4564785	-1.8176699e-05	1.4563881	2.5496634	2	2	0	0	-93.121204	R0:S0:1	1.1913554	-142.16736	uncorrelated	2	817c5bc	v2.2.6	YY	12	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:29
2x2_2C_6b_C2v_L	7.7617584	0	13.587439	3.1170278	4.5742147	-0.84767487	-6.2400616	0.85088577	-6.2438759	-5.2369649	12.012488	1.3169749	-1.9658031e-06	3.1270281e-06	-0.19963942	-4.882167e-07	-1.5757991e-06	-2.2360593e-06	0.19891266	2.0921558	-8.5216899e-06	-2.0925367	-2.6079168	2.3439092	1	0.30504082	4.4252748e-07	1.2733408	1.6655532	-0.53601724	-0.14438841	0.062215954	0.19543937	0.044963424	1.9920225	1.8397242	0.0080245297	1.8397699	1.6159828	1.1913721	-0.60591732	1.9417274e-06	-6.1156611e-06	0.32329414	-2.7305451e-06	4.6167727e-07	2.6760367e-06	-0.32232252	-1.4570659	1.6657942e-05	1.4569401	2.5495518	2	2	0	0	-93.202274	R0:S0:1	1.1913721	-142.32736	uncorrelated	2	817c5bc	v2.2.6	YY	16	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:31
2x2_2C_6b_C2v_L	7.7618303	0	13.587439	3.1170278	4.5905179	-0.84881069	-6.2399183	0.85207848	-6.2438713	-5.2478746	12.022488	1.3179696	1.3326515e-05	-6.0511604e-06	-0.19762945	-5.530581e-06	1.1396122e-06	1.1398089e-07	0.19688741	2.0912096	-1.5573515e-05	-2.0916033	-2.6082278	2.3439092	1	0.30504082	-1.3519807e-07	1.2733419	1.6655582	-0.53601011	-0.14438443	0.062214608	0.19546702	0.044966161	1.9921485	1.8395278	0.0078992511	1.8395779	1.6160086	1.1914006	-0.60594852	-2.4979467e-05	5.7744253e-06	0.32073598	5.9615448e-06	-1.0956245e-06	3.9544653e-07	-0.31974337	-1.4578939	2.8690562e-05	1.4577443	2.5494688	2	2	0	0	-93.266167	R0:S0:1	1.1914006	-142.48736	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:31
2x2_2C_6b_C2v_L	7.7619005	0	13.587439	3.1170278	4.606843	-0.84932317	-6.2385122	0.85436855	-6.2448312	-5.2587585	12.032488	1.3189744	1.3512671e-05	-1.7931411e-06	-0.19582856	4.8885681e-07	1.2597249e-07	1.5757168e-06	0.19467062	2.0901145	4.0118468e-06	-2.0907564	-2.6085293	2.3439092	1	0.30504082	1.7406712e-07	1.2733431	1.665563	-0.53600321	-0.1443804	0.062213246	0.19549518	0.04496965	1.9922873	1.8393194	0.0077872837	1.8393959	1.6160353	1.1914297	-0.60598591	-2.4524121e-05	1.2302669e-06	0.31843796	-2.7394505e-06	5.9523967e-07	-2.2195264e-06	-0.3168732	-1.4587464	-5.8012915e-06	1.4585297	2.5493806	2	2	0	0	-93.328125	R0:S0:1	1.1914297	-142.64736	uncorrelated	2	817c5bc	v2.2.6	YY	42	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:35
2x2_2C_6b_C2v_L	7.7619835	0	13.587439	3.1170278	4.6230062	-0.85237316	-6.2413749	0.85466495	-6.2438566	-5.2695149	12.042488	1.3199545	-1.1915577e-05	7.2965797e-06	-0.19363459	6.4641861e-06	-5.6134684e-07	2.4261247e-06	0.19313134	2.0894774	1.6497156e-05	-2.08972	-2.6087994	2.3439092	1	0.30504082	3.6454174e-07	1.2733445	1.6655682	-0.53599494	-0.14437595	0.062211666	0.19551971	0.044973513	1.9923809	1.8391655	0.0076509529	1.8391972	1.6160599	1.1914552	-0.60602704	2.1784395e-05	-8.2589668e-06	0.31560584	-8.7080117e-06	1.8730635e-06	-4.231539e-06	-0.31493479	-1.4594253	-2.9333097e-05	1.4593326	2.5492941	2	2	0	0	-93.399644	R0:S0:1	1.1914552	-142.80736	uncorrelated	2	817c5bc	v2.2.6	YY	11	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:36
2x2_2C_6b_C2v_L	7.7620609	0	13.587439	3.1170278	4.6396253	-0.85197442	-6.2397407	0.85707452	-6.2455642	-5.2802997	12.052488	1.3209835	-1.2270355e-05	5.5413517e-06	-0.19192119	-3.2660006e-06	-5.9118126e-09	-7.6694089e-07	0.19079515	2.0883768	-5.2077974e-06	-2.0889553	-2.6090736	2.3439092	1	0.30504082	-7.6011932e-09	1.2733458	1.6655733	-0.53598729	-0.14437165	0.062210161	0.19554707	0.044976109	1.9925248	1.8389508	0.0075461995	1.8390264	1.6160858	1.1914836	-0.60605994	2.2180968e-05	-4.2555648e-06	0.31342259	2.4632874e-06	-3.5766784e-07	9.8744469e-07	-0.31191425	-1.460302	9.00286e-06	1.4600719	2.5492059	2	2	0	0	-93.460635	R0:S0:1	1.1914836	-142.96736	uncorrelated	2	817c5bc	v2.2.6	YY	22	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:38
2x2_2C_6b_C2v_L	7.7621288	0	13.587439	3.1170278	4.655492	-0.85470628	-6.2420448	0.85651009	-6.2441481	-5.2910551	12.062488	1.3219103	-2.1077544e-05	6.4333401e-06	-0.18958637	6.046772e-06	2.1222466e-06	1.5362228e-06	0.18918721	2.0876681	1.9184094e-05	-2.087879	-2.6093444	2.3439092	1	0.30504082	-7.8744882e-08	1.2733469	1.6655781	-0.53598054	-0.14436792	0.062208895	0.19557432	0.044978775	1.9926218	1.8387892	0.0074032299	1.8388165	1.6161075	1.1915117	-0.60608948	3.9066509e-05	-4.8790041e-06	0.31040607	-4.3730388e-06	-1.3587696e-06	-1.384911e-06	-0.30986902	-1.4610072	-3.5747206e-05	1.4609233	2.5491339	2	2	0	0	-93.529461	R0:S0:1	1.1915117	-143.12736	uncorrelated	2	817c5bc	v2.2.6	YY	19	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:39
2x2_2C_6b_C2v_L	7.7621981	0	13.587439	3.1170278	4.6717535	-0.8539453	-6.2414414	0.85691042	-6.243981	-5.3017827	12.072488	1.3228907	6.9010916e-06	-3.711481e-07	-0.18747507	-3.0108192e-06	2.5243238e-07	-1.1530115e-06	0.18688357	2.0866977	-8.9277938e-06	-2.0869285	-2.6096033	2.3439092	1	0.30504082	1.6039879e-07	1.273348	1.6655829	-0.53597372	-0.144364	0.062207547	0.19560347	0.04498156	1.9927603	1.8385799	0.0072753362	1.838618	1.6161312	1.1915419	-0.60612203	-1.3065516e-05	-5.2986499e-07	0.30768881	9.6076063e-07	-9.091176e-07	2.0014082e-06	-0.30692133	-1.4618846	1.6864202e-05	1.4617559	2.5490532	2	2	0	0	-93.587875	R0:S0:1	1.1915419	-143.28736	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@14:41
