model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1
2x2_2C_8b_C2v_L	9.8492466	0	14	3.4161	-0.839454	-5.8271828	-5.770548	-0.80556541	-5.7605413	-0.79961291	0.72791869	-4.7999254	11.29	3.4245839e-05	-8.9936951e-07	2.6100193e-05	-5.4618131e-05	-4.4648123e-06	-4.2349681e-06	-0.21533204	1.1474142e-05	-0.21989006	-1.2997536	1.8853474	0.21643782	-1.8843564	-0.21489206	8.3814355e-05	-2.3676171	2.0342	1	0.236	7.7397094e-07	1.2838386	1.6661665	-0.48957522	-0.11886385	0.051351073	0.15513512	1.9964532	1.9645779	1.8731234	1.9930691	1.8730684	1.9931556	0.008226133	1.704861	1.1524794	-0.00010803336	-7.1283238e-06	-1.8833481e-05	0.00010507207	3.526224e-06	1.0090596e-05	0.37235418	4.3000997e-06	0.18488208	0.58434302	-1.323931	-0.30794387	1.3239633	0.30595324	-7.3211822e-05	2.2305785
2x2_2C_8b_C2v_L	9.8491873	0	14	3.4161	-0.85092037	-5.8397805	-5.7741255	-0.81199329	-5.7609267	-0.8046145	0.7299546	-4.8054598	11.3	0.00010494069	-7.2366224e-05	3.5050886e-05	-6.9116968e-05	-2.5682875e-05	6.6378634e-05	-0.21328438	2.7034362e-05	-0.22023314	-1.299888	1.8847217	0.215423	-1.883395	-0.21351705	8.3994902e-05	-2.3671287	2.0342	1	0.236	-4.3718276e-07	1.2838378	1.666162	-0.48958328	-0.11886459	0.051351395	0.15516377	1.9964434	1.9645848	1.87303	1.9931225	1.872955	1.9932287	0.008096875	1.7046946	1.1525094	-0.00030572033	8.5331452e-05	-3.4553276e-05	0.00012268544	1.7983626e-05	-0.00012142688	0.36940786	-2.2054308e-05	0.18513791	0.58429237	-1.3244166	-0.30675469	1.3244896	0.30429667	-7.2487027e-05	2.2311512
2x2_2C_8b_C2v_L	9.8492269	0	14	3.4161	-0.86277603	-5.8524476	-5.7784994	-0.81757517	-5.7805205	-0.82094715	0.74486983	-4.8178831	11.31	-2.6316896e-05	5.8997523e-06	-2.8604929e-06	2.5307508e-06	5.1500108e-05	-0.00011788983	-0.21447792	7.1876468e-06	-0.22056776	-1.3000048	1.8842694	0.21436021	-1.88435	-0.21502536	2.7811405e-05	-2.3674025	2.0342	1	0.236	-7.1182608e-07	1.2838384	1.6661653	-0.48957812	-0.11886376	0.051351076	0.15515446	1.9964353	1.9645978	1.8729921	1.9931809	1.873032	1.9931481	0.0081710225	1.7047868	1.1524995	7.6713139e-05	-2.4381115e-06	1.5166047e-06	1.6995892e-06	-4.4302432e-05	0.00021753228	0.37110049	-1.0627612e-05	0.18535041	0.58418237	-1.3244591	-0.30540965	1.3242573	0.30614613	-1.9498863e-05	2.2308329
2x2_2C_8b_C2v_L	9.8492175	0	14	3.4161	-0.87054544	-5.8576588	-5.789544	-0.82786204	-5.7861792	-0.82678998	0.74578086	-4.8222496	11.32	0.00011831261	-7.8280464e-05	4.1878794e-07	2.3431216e-05	1.0578386e-05	-1.7151652e-05	-0.21202514	2.9795106e-05	-0.22008149	-1.299764	1.8843902	0.21449221	-1.8840224	-0.21410722	9.5926946e-05	-2.3667557	2.0342	1	0.236	-1.0876225e-06	1.2838384	1.6661637	-0.48957977	-0.11886338	0.051350751	0.15517251	1.9964476	1.9645758	1.8729909	1.9931725	1.8729783	1.9931957	0.0080153914	1.704579	1.1525189	-0.00033897151	9.4824586e-05	-6.7922093e-06	-4.5041719e-05	-1.6932946e-05	2.7325468e-05	0.36753709	-2.5737542e-05	0.18503105	0.58436797	-1.3245079	-0.30560781	1.3244832	0.30506715	-8.0200789e-05	2.2315439
2x2_2C_8b_C2v_L	9.8491407	0	14	3.4161	-0.87932371	-5.8664254	-5.7779109	-0.8209149	-5.7999176	-0.84029995	0.75784705	-4.8340531	11.33	4.4926504e-05	-3.1910843e-05	5.9913786e-06	-3.1694537e-06	-1.4876299e-05	3.8888606e-05	-0.21268606	1.6016276e-05	-0.21983667	-1.2997713	1.8825194	0.21043745	-1.8843259	-0.21487927	5.4709764e-05	-2.3670162	2.0342	1	0.236	-3.4147303e-07	1.283837	1.6661615	-0.48958872	-0.11886657	0.051352314	0.15519369	1.9964544	1.9645702	1.8727452	1.9933849	1.8729645	1.9931512	0.0080584899	1.7046305	1.1525394	-0.0001282079	3.8062117e-05	-7.7746416e-06	2.6721245e-06	9.3578005e-06	-7.1963311e-05	0.36853021	-1.31852e-05	0.18484961	0.58440076	-1.3255067	-0.30074197	1.3247573	0.30611181	-4.5458861e-05	2.2313875
2x2_2C_8b_C2v_L	9.84907	0	14	3.4161	-0.88355222	-5.8630803	-5.8070318	-0.8448652	-5.7838756	-0.83031985	0.76400169	-4.8415866	11.34	0.0001501044	-9.789627e-05	3.6336671e-05	-0.00010635343	-9.6748925e-07	-1.0348209e-05	-0.21164434	3.1112197e-05	-0.2185141	-1.2990616	1.8842564	0.21378739	-1.8820473	-0.21007128	0.00010536649	-2.3667345	2.0342	1	0.236	-6.8031686e-07	1.2838358	1.6661586	-0.48959685	-0.1188698	0.051353655	0.15521458	1.9964898	1.9645211	1.872881	1.9932037	1.8727203	1.9934071	0.0079929213	1.7045292	1.1525602	-0.0004253189	0.00011447955	-2.6207447e-05	0.00019449685	8.3516226e-06	2.7828416e-05	0.36702465	-2.5363471e-05	0.18391952	0.58478971	-1.3252387	-0.30494453	1.325561	0.30021764	-8.940619e-05	2.231751
2x2_2C_8b_C2v_L	9.8491487	0	14	3.4161	-0.90518053	-5.8969362	-5.8035664	-0.84856419	-5.8034934	-0.84775395	0.76565051	-4.8457945	11.35	-3.3915926e-06	3.1200732e-06	-3.0851007e-05	5.9927905e-05	4.5252941e-06	-2.4575811e-05	-0.20931826	2.3707205e-05	-0.22115064	-1.3002572	1.8828542	0.21203535	-1.882901	-0.21186903	8.1002652e-05	-2.3660116	2.0342	1	0.236	-6.9922575e-07	1.2838375	1.6661584	-0.48958961	-0.11886348	0.051350836	0.1552206	1.996418	1.9646055	1.8727958	1.9933021	1.8727824	1.99331	0.0078444603	1.7043531	1.1525694	8.5769296e-06	9.4587044e-08	3.2682458e-05	-0.00010369453	2.4524725e-06	4.3288793e-05	0.363583	-1.7113053e-05	0.18580296	0.58413499	-1.3254094	-0.30266266	1.3254975	0.30248868	-6.4266556e-05	2.2323112
2x2_2C_8b_C2v_L	9.8491433	0	14	3.4161	-0.8983593	-5.8724392	-5.8175504	-0.86081117	-5.8287156	-0.86944114	0.77410112	-4.8541574	11.36	-5.0951578e-05	2.7225916e-05	2.8033099e-05	-4.9324074e-05	-2.8027658e-05	6.7882659e-05	-0.20872587	-3.3924492e-06	-0.21723329	-1.2986385	1.8833057	0.21257139	-1.8842989	-0.21459751	1.0056379e-06	-2.3657994	2.0342	1	0.236	5.431458e-07	1.2838372	1.6661603	-0.48958863	-0.1188663	0.051351799	0.15521657	1.9965235	1.9644677	1.8728714	1.9932773	1.872964	1.993169	0.0078061794	1.7042771	1.152564	0.00014113702	-3.3892991e-05	-2.6018493e-05	8.4364559e-05	1.8167552e-05	-0.00012113389	0.36269286	3.6758866e-06	0.18303673	0.58524264	-1.3249486	-0.30320757	1.3246945	0.30569958	-3.9950023e-07	2.2325863
2x2_2C_8b_C2v_L	9.84925	0	14	3.4161	-0.92787094	-5.9331309	-5.8081505	-0.85343289	-5.828252	-0.86988323	0.78108573	-4.8630569	11.37	3.9230073e-05	-3.5052248e-05	4.6794347e-05	-9.6306776e-05	8.6744762e-08	8.9596962e-06	-0.20804566	-6.3003773e-06	-0.22199753	-1.3015255	1.881732	0.20856555	-1.883471	-0.2123678	-8.1448884e-06	-2.3657384	2.0342	1	0.236	2.3676044e-07	1.2838394	1.6661619	-0.48957889	-0.1188574	0.051348225	0.15522921	1.9963934	1.9646387	1.8725994	1.9934815	1.8727817	1.9932813	0.0077630366	1.7042669	1.1525801	-0.00010796936	3.7867644e-05	-4.5897903e-05	0.0001688081	-7.206685e-06	-1.3710811e-05	0.36168116	1.0543276e-06	0.18645113	0.58389219	-1.3262312	-0.29852681	1.325665	0.30317813	5.3520423e-06	2.2325753
2x2_2C_8b_C2v_L	9.8490592	0	14	3.4161	-0.92223819	-5.904256	-5.82899	-0.87427496	-5.8208808	-0.86555283	0.79139228	-4.8739217	11.38	-1.0281231e-05	9.0148516e-06	1.761731e-05	-3.8075841e-05	-2.7835823e-05	5.4761133e-05	-0.20827331	2.1712929e-05	-0.21831574	-1.2993652	1.8825855	0.21093655	-1.8819829	-0.20904585	9.4036126e-05	-2.3658834	2.0342	1	0.236	1.0599209e-07	1.2838359	1.6661567	-0.48959945	-0.11886815	0.051352866	0.15525837	1.9964937	1.964507	1.8726919	1.9933575	1.8725987	1.9934544	0.0077804769	1.7042515	1.1526064	2.5180776e-05	-1.1709914e-05	-1.1243658e-05	6.6872233e-05	2.3848855e-05	-9.5905541e-05	0.3620966	-1.1553987e-05	0.18382087	0.5849186	-1.3259878	-0.30141413	1.3263407	0.29917186	-7.5982875e-05	2.2326916
2x2_2C_8b_C2v_L	9.8492247	0	14	3.4161	-0.95144902	-5.9614852	-5.8198808	-0.8635627	-5.8344796	-0.87969868	0.79437018	-4.8795143	11.39	7.4536614e-05	-3.6292404e-05	-4.5150139e-05	9.9199854e-05	-5.2381816e-05	0.00012335836	-0.20640189	-1.8362191e-05	-0.22289646	-1.3019816	1.8812041	0.20644849	-1.8822724	-0.20988735	-7.9175123e-05	-2.3653681	2.0342	1	0.236	3.6459333e-07	1.2838392	1.6661602	-0.48958282	-0.11885694	0.051348071	0.15526187	1.9963682	1.9646664	1.8724319	1.9935845	1.8726076	1.9934101	0.0076617795	1.7041364	1.1526141	-0.00020073165	3.8586719e-05	4.3194725e-05	-0.00017981696	5.1332768e-05	-0.00021756572	0.35930716	1.4918667e-05	0.18710188	0.58367122	-1.3271379	-0.29616132	1.3264448	0.30022174	6.0220538e-05	2.2330218
2x2_2C_8b_C2v_L	9.8490631	0	14	3.4161	-0.94183379	-5.9182022	-5.846881	-0.88963084	-5.8411139	-0.88558783	0.79734825	-4.8850913	11.4	4.3259319e-05	-3.4845529e-05	-4.0332023e-05	8.25783e-05	-8.2077552e-06	3.5770081e-05	-0.20449841	-1.8995236e-06	-0.21804587	-1.2988995	1.8825874	0.21006646	-1.8820654	-0.20905408	-7.2935956e-06	-2.3648335	2.0342	1	0.236	-3.7028626e-07	1.2838362	1.6661555	-0.48959964	-0.11886718	0.051352143	0.15528328	1.9965009	1.9644868	1.8726429	1.9933999	1.8725955	1.9934543	0.0075451873	1.7039315	1.1526334	-0.00011593651	4.1302845e-05	3.2751482e-05	-0.00014659056	1.1200957e-05	-6.3991535e-05	0.35656089	-3.5704579e-06	0.18363379	0.58509144	-1.3262327	-0.30044721	1.3263623	0.29917619	5.9274737e-06	2.2337834
2x2_2C_8b_C2v_L	9.8490955	0	14	3.4161	-0.96157597	-5.9494693	-5.8471407	-0.89109448	-5.8439107	-0.88837356	0.80029138	-4.8914876	11.41	-1.5961015e-05	1.4172471e-05	1.6452538e-05	-3.9191694e-05	-3.1808974e-06	7.3517679e-06	-0.202723	-1.242029e-05	-0.22031689	-1.3000069	1.8817869	0.20809736	-1.8815259	-0.20744736	-4.300308e-05	-2.3644752	2.0342	1	0.236	5.1124776e-07	1.283837	1.6661553	-0.48959733	-0.11886353	0.051350623	0.15530216	1.9964392	1.9645628	1.8725066	1.9935	1.8724714	1.993534	0.0074357431	1.7038042	1.1526544	4.2571401e-05	-1.8696326e-05	-1.4154283e-05	6.7617423e-05	1.8236191e-06	-1.137588e-05	0.35395623	1.1426068e-05	0.18525335	0.58448968	-1.3268756	-0.29814017	1.3270085	0.29734618	3.3543123e-05	2.2342056
2x2_2C_8b_C2v_L	9.8490348	0	14	3.4161	-0.95423123	-5.9266482	-5.8610894	-0.90447411	-5.8587015	-0.90407987	0.80541869	-4.8989062	11.42	-7.0457801e-05	4.5952373e-05	-2.1199179e-05	3.7562923e-05	-1.1913093e-06	-7.8086544e-06	-0.20156598	-1.158633e-05	-0.21649322	-1.2984952	1.8821535	0.20886457	-1.8818581	-0.20869196	-4.1400428e-05	-2.3641811	2.0342	1	0.236	3.2892656e-07	1.2838358	1.6661541	-0.48960333	-0.11886784	0.051352316	0.15531416	1.9965409	1.9644298	1.8725577	1.9934613	1.872556	1.9934724	0.0073669565	1.7036874	1.1526654	0.00018863226	-5.3026326e-05	2.3395983e-05	-6.2010404e-05	6.6083675e-06	1.3737037e-05	0.3523123	1.0635527e-05	0.18257941	0.58555473	-1.3266361	-0.29903354	1.3265715	0.29876283	3.4190837e-05	2.2346281
2x2_2C_8b_C2v_L	9.8491883	0	14	3.4161	-1.0022621	-6.0259495	-5.8375754	-0.88430349	-5.8527775	-0.90103169	0.80753512	-4.9051929	11.43	0.00012424276	-7.5149171e-05	-1.3894397e-05	4.8380003e-05	9.1438665e-07	-6.5225127e-06	-0.19965623	-5.7055896e-06	-0.22546593	-1.3032583	1.8793341	0.20201404	-1.8804843	-0.20558375	-2.9200178e-05	-2.363804	2.0342	1	0.236	-3.5652859e-07	1.2838392	1.666154	-0.48959046	-0.11885332	0.051346418	0.15533691	1.9962962	1.9647463	1.8721057	1.9938064	1.8722781	1.9936265	0.0072488103	1.7036122	1.1526944	-0.00032498592	8.4656595e-05	1.094765e-05	-8.4630528e-05	-2.5079608e-06	9.4914075e-06	0.34945924	7.7704251e-07	0.18896158	0.58304976	-1.3287286	-0.290964	1.3280858	0.29522729	2.0870605e-05	2.2348059
2x2_2C_8b_C2v_L	9.8486666	0	14	3.4161	-0.94026931	-5.8710838	-5.8774464	-0.92338236	-5.8608908	-0.90897929	0.80771427	-4.9107733	11.44	-5.4733535e-05	2.0551185e-05	-3.0771389e-05	9.6271435e-05	-5.6068211e-05	0.0001207445	-0.19730266	-9.379232e-06	-0.20876597	-1.2944249	1.8817776	0.20843158	-1.8803466	-0.20524271	1.4887565e-05	-2.3633634	2.0342	1	0.236	4.9442342e-07	1.2838293	1.666141	-0.48964449	-0.1188864	0.051360098	0.15539951	1.9967451	1.9641543	1.8724761	1.9934821	1.8723235	1.9936469	0.0071134906	1.7032927	1.1527482	0.00014375587	-2.728174e-05	3.2195569e-05	-0.00016570332	4.6474248e-05	-0.00021100134	0.34619485	5.8509109e-06	0.17707891	0.58772193	-1.3271264	-0.29857061	1.3276091	0.29469282	-1.0515517e-05	2.2360941
2x2_2C_8b_C2v_L	9.8491218	0	14	3.4161	-1.0127508	-6.0168598	-5.8683653	-0.91590862	-5.8668735	-0.91463953	0.80331023	-4.9129086	11.45	-1.5796711e-05	-3.8130268e-06	-3.0326873e-05	8.0201689e-05	4.2812264e-05	-8.7526712e-05	-0.19372175	-2.6961489e-05	-0.22304755	-1.3015214	1.8802104	0.20448921	-1.8801006	-0.20417666	-0.00010693228	-2.3624563	2.0342	1	0.236	-2.520644e-07	1.2838382	1.6661506	-0.4895982	-0.11885648	0.051347363	0.15537422	1.9963622	1.9646458	1.8722365	1.993683	1.872216	1.9936992	0.0068947838	1.7031198	1.152733	4.399497e-05	6.3247928e-06	1.881179e-05	-0.00013601767	-3.9100327e-05	0.00014519871	0.34079763	1.1324256e-05	0.1872621	0.58385825	-1.3281909	-0.29388652	1.328284	0.29350716	8.6813904e-05	2.2365246
2x2_2C_8b_C2v_L	9.8489634	0	14	3.4161	-1.0030609	-5.9802956	-5.8919446	-0.94009264	-5.8657104	-0.91246989	0.81004596	-4.92158	11.46	0.00012153954	-7.4792421e-05	1.8915829e-05	-6.5935084e-05	-3.5802996e-06	-9.2171597e-06	-0.19298633	1.79756e-05	-0.21842049	-1.2990603	1.8812568	0.20760021	-1.879243	-0.20166234	7.4681208e-05	-2.3623332	2.0342	1	0.236	-4.4496839e-07	1.2838352	1.6661466	-0.48961484	-0.11886611	0.051351387	0.15539976	1.9964881	1.9644782	1.8723931	1.9935246	1.8720947	1.9938248	0.0068533342	1.7030253	1.1527562	-0.00031648516	8.4439134e-05	-1.0031763e-05	0.00011288772	9.6663821e-06	2.0947109e-05	0.33977512	-1.499836e-05	0.18397701	0.58518309	-1.3275787	-0.29760446	1.3287109	0.29051211	-6.1186005e-05	2.2369034
2x2_2C_8b_C2v_L	9.8490199	0	14	3.4161	-1.0340581	-6.035011	-5.870327	-0.91780834	-5.8774735	-0.92501258	0.81630134	-4.9296199	11.47	-6.1740664e-05	5.4070824e-05	9.8851412e-06	-3.2098235e-05	1.2325143e-05	-2.979992e-05	-0.19210864	-2.2707509e-06	-0.22321239	-1.3012933	1.8788085	0.20049907	-1.8793864	-0.20205751	-1.9559408e-05	-2.3621118	2.0342	1	0.236	4.8310864e-07	1.2838366	1.6661464	-0.4896106	-0.11886	0.051348927	0.15541858	1.9963584	1.9646459	1.8719712	1.9938807	1.8720453	1.9938021	0.0068005293	1.7029852	1.1527779	0.00015747438	-6.1848967e-05	-8.4554383e-06	5.5670443e-05	-9.9530603e-06	5.1046432e-05	0.33845653	9.4159052e-06	0.18735791	0.58384636	-1.3294413	-0.28921215	1.3291834	0.29109777	1.5131372e-05	2.2370075
2x2_2C_8b_C2v_L	9.8486445	0	14	3.4161	-0.98813967	-5.927123	-5.8776527	-0.92279372	-5.8993917	-0.94940284	0.81774614	-4.9349781	11.48	8.2819498e-05	-5.3941572e-05	3.8203025e-05	-8.215793e-05	1.0842552e-05	-3.6993401e-05	-0.1899923	3.5757155e-06	-0.21052398	-1.2953434	1.8786937	0.19963283	-1.8802352	-0.20507838	1.5761802e-05	-2.361558	2.0342	1	0.236	-2.77285e-07	1.2838295	1.6661358	-0.48965024	-0.11888254	0.051358247	0.15547787	1.9966975	1.9641994	1.87194	1.9939217	1.8722144	1.9936523	0.0066789643	1.7027261	1.1528319	-0.00021443621	6.1215185e-05	-3.3412976e-05	0.00013841437	-1.3653631e-05	6.3328621e-05	0.33542144	-6.5897801e-06	0.17838149	0.5873875	-1.3295166	-0.2882168	1.3284082	0.29462463	-1.3550455e-05	2.2380087
2x2_2C_8b_C2v_L	9.8488846	0	14	3.4161	-1.0350546	-6.0189737	-5.8895117	-0.93257999	-5.8833681	-0.93385301	0.82105295	-4.9432168	11.49	-1.1358158e-05	-1.1474652e-05	2.854015e-05	-6.8389265e-05	-5.909224e-06	1.9680517e-05	-0.18861555	-1.0739214e-05	-0.21900656	-1.2997173	1.8789686	0.19963721	-1.8781128	-0.19947618	-2.7258198e-05	-2.3615013	2.0342	1	0.236	1.2583913e-07	1.2838342	1.6661418	-0.48962595	-0.11886646	0.051351612	0.15546926	1.9964709	1.9644953	1.8718773	1.9939162	1.8718962	1.9939333	0.006598393	1.7026958	1.1528283	2.9694049e-05	1.2082783e-05	-2.6082343e-05	0.0001123657	2.0340168e-06	-3.1211704e-05	0.33338043	1.5594255e-06	0.18442878	0.58505117	-1.3300726	-0.28840116	1.3297471	0.28794698	2.2162878e-05	2.2380441
2x2_2C_8b_C2v_L	9.8486504	0	14	3.4161	-1.021041	-5.9776767	-5.8857583	-0.93112919	-5.8936299	-0.93998117	0.83686536	-4.9544567	11.5	0.00016862157	-0.00010436351	2.0114362e-05	-5.8551244e-05	-2.6639633e-05	3.2274672e-05	-0.18981565	-7.3547835e-06	-0.21359063	-1.2970669	1.8777224	0.19708403	-1.8783587	-0.1988645	-2.7117955e-05	-2.3615308	2.0342	1	0.236	-1.8634691e-07	1.2838299	1.6661353	-0.48965126	-0.11887953	0.051357211	0.15551174	1.9966157	1.964307	1.8717337	1.9940442	1.8718144	1.9939565	0.0066679389	1.7027258	1.1528676	-0.00042887038	0.00011557906	-7.4721936e-06	9.8536693e-05	2.8323547e-05	-4.8269931e-05	0.33514186	-8.8676196e-07	0.1805837	0.58653035	-1.3305973	-0.28529532	1.3303236	0.28742422	1.8167629e-05	2.237992
2x2_2C_8b_C2v_L	9.848842	0	14	3.4161	-1.0793588	-6.0770533	-5.891744	-0.93866652	-5.8805116	-0.92884076	0.83244218	-4.9586525	11.51	-7.9316478e-05	6.0787269e-05	-1.7602287e-05	3.156414e-05	-3.2821024e-05	7.9012516e-05	-0.18656839	-2.8722269e-07	-0.22415697	-1.3011379	1.8773802	0.19633631	-1.8763965	-0.19412639	-1.5709073e-05	-2.3609695	2.0342	1	0.236	4.845266e-07	1.2838339	1.6661379	-0.48963318	-0.11886483	0.051351037	0.15551644	1.9963335	1.9646643	1.8716264	1.99408	1.8715226	1.9941916	0.0064786839	1.7025472	1.1528783	0.00019743597	-6.8235149e-05	2.060653e-05	-5.2348055e-05	3.3245282e-05	-0.0001307476	0.33033402	7.1198698e-06	0.18799442	0.58368492	-1.3312815	-0.28446535	1.3316077	0.28172077	1.2297973e-05	2.2385464
2x2_2C_8b_C2v_L	9.8485491	0	14	3.4161	-1.0023095	-5.9241565	-5.9229722	-0.96856224	-5.9240317	-0.97264509	0.81926599	-4.9589754	11.52	-9.4284598e-05	6.2778019e-05	-1.3913431e-06	-2.6588091e-05	8.2625054e-05	-0.00021712055	-0.1813884	-1.4688173e-05	-0.20513083	-1.2934668	1.8791625	0.2008937	-1.8791659	-0.20146078	-4.0187187e-05	-2.3599326	2.0342	1	0.236	4.4673695e-07	1.283828	1.666132	-0.48966149	-0.11888663	0.051359614	0.1555484	1.9968349	1.9640087	1.8719763	1.9938573	1.8720038	1.9938333	0.0061882823	1.7020568	1.1529043	0.00023877825	-7.2634236e-05	1.5540985e-06	5.1219813e-05	-6.4108494e-05	0.00035637079	0.32283897	1.6206382e-05	0.17462168	0.58891882	-1.3294635	-0.289774	1.3293206	0.29034158	3.2717095e-05	2.2403468
2x2_2C_8b_C2v_L	9.8487177	0	14	3.4161	-1.0794727	-6.0614685	-5.8977934	-0.94560408	-5.8985257	-0.94475139	0.82753377	-4.9682013	11.53	-5.0108962e-05	2.0233541e-05	1.0060555e-05	-1.6707701e-05	-3.0337384e-05	6.8105475e-05	-0.18100584	-1.905299e-05	-0.21986957	-1.2996384	1.8762147	0.19345313	-1.8763567	-0.19335602	-6.0498195e-05	-2.3598769	2.0342	1	0.236	5.5022521e-07	1.2838319	1.6661325	-0.48964784	-0.11886994	0.05135302	0.155576	1.9964472	1.9645092	1.8714524	1.9942222	1.8714398	1.9942251	0.0061634164	1.7021123	1.1529388	0.00012428303	-2.5023001e-05	-4.9636357e-06	2.6380171e-05	2.4429156e-05	-0.00011153873	0.32218006	1.1808737e-05	0.18504666	0.58493642	-1.332021	-0.28098721	1.3321305	0.28092455	4.7625524e-05	2.2400708
2x2_2C_8b_C2v_L	9.8485431	0	14	3.4161	-1.0296261	-5.9593168	-5.9497413	-1.0019838	-5.9139595	-0.95957507	0.82854723	-4.9732833	11.54	3.1754114e-05	-9.4627938e-06	2.9918424e-05	-5.9566875e-05	-5.9510874e-05	0.0001538182	-0.17879411	-4.1692445e-05	-0.20679907	-1.294305	1.8794828	0.20328217	-1.8768533	-0.19452915	-0.00013616829	-2.3592679	2.0342	1	0.236	1.5988463e-06	1.2838282	1.66613	-0.48966384	-0.11888436	0.051358654	0.15558546	1.9967908	1.96406	1.872036	1.9937412	1.8716009	1.9941726	0.0060394786	1.7018628	1.1529438	-8.1196945e-05	4.3620285e-07	-2.3419186e-05	9.0839706e-05	4.6107325e-05	-0.00024942884	0.31892188	3.488834e-05	0.17583843	0.58851881	-1.3293752	-0.29256104	1.33109	0.28215394	0.00010231873	2.2409927
2x2_2C_8b_C2v_L	9.8485054	0	14	3.4161	-1.0612651	-6.0083177	-5.9166236	-0.96133762	-5.9181117	-0.96559807	0.83497752	-4.9831471	11.55	1.1577606e-05	-7.9098571e-06	2.4811753e-06	-1.1620592e-05	-2.6363824e-05	7.8917273e-05	-0.1782984	-7.6235084e-06	-0.21145682	-1.2961923	1.8762696	0.19281174	-1.8763127	-0.19346753	-2.0535728e-05	-2.3593619	2.0342	1	0.236	3.6096515e-07	1.2838279	1.6661274	-0.48967025	-0.11888271	0.051358288	0.15562778	1.99667	1.9642168	1.8714089	1.9942494	1.8714399	1.9942206	0.0060141069	1.7018566	1.152988	-2.9043432e-05	6.3896812e-06	-2.1841582e-06	1.6251906e-05	2.2958272e-05	-0.0001270695	0.31825156	5.8111124e-06	0.17912597	0.58725962	-1.332253	-0.28032182	1.3321017	0.28102604	1.505414e-05	2.2410179
2x2_2C_8b_C2v_L	9.848419	0	14	3.4161	-1.0451862	-5.9716072	-5.9344549	-0.97848959	-5.9318239	-0.97672024	0.84358304	-4.9916593	11.56	0.0002777476	-0.00014407004	1.8320316e-05	-3.2759269e-05	6.8028115e-06	-3.9880483e-06	-0.17777472	7.2810883e-06	-0.20591711	-1.2939741	1.8769802	0.19438108	-1.8767356	-0.19392732	4.3751232e-05	-2.3591642	2.0342	1	0.236	-3.5399904e-07	1.2838261	1.6661264	-0.48967843	-0.11888936	0.051360957	0.1556402	1.9968133	1.9640284	1.8715122	1.994173	1.8714902	1.9941966	0.0059835047	1.7017762	1.1529984	-0.0006905931	0.0001579322	-2.2123952e-05	4.9374558e-05	-1.0822684e-05	6.75553e-06	0.31744105	-6.1480958e-06	0.17521401	0.58875512	-1.3317693	-0.28219024	1.3318324	0.28160614	-3.8795704e-05	2.2413222
2x2_2C_8b_C2v_L	9.8484401	0	14	3.4161	-1.0825232	-6.0290969	-5.9216009	-0.96699412	-5.9288785	-0.97469494	0.8393063	-4.9962468	11.57	0.00010248142	-5.9394636e-05	-2.20005e-05	4.975098e-05	7.6550909e-05	-0.00020351166	-0.17478216	-3.4988755e-05	-0.21171231	-1.2961815	1.8750454	0.18959137	-1.875641	-0.19120717	-0.00011259973	-2.3586068	2.0342	1	0.236	1.065886e-07	1.283827	1.6661239	-0.48967891	-0.11888395	0.051358773	0.15567513	1.9966629	1.9642195	1.8711935	1.9944059	1.8712708	1.9943271	0.0058179322	1.7015902	1.153037	-0.00025105143	6.2333683e-05	1.4314968e-05	-7.6363369e-05	-6.2338615e-05	0.00032678491	0.31300677	2.097445e-05	0.17931756	0.58723735	-1.3332597	-0.27644881	1.332984	0.27842227	8.5998041e-05	2.2419398
2x2_2C_8b_C2v_L	9.8484216	0	14	3.4161	-1.0884406	-6.0357179	-5.9409404	-0.98622955	-5.9186183	-0.96113499	0.84706227	-5.0046893	11.58	-0.00015189066	9.7749886e-05	5.7131071e-06	-1.0813143e-05	4.4915301e-06	7.2785769e-07	-0.17418552	-1.0942528e-05	-0.21096634	-1.2961837	1.8758545	0.19154785	-1.8740904	-0.18638287	-3.3349204e-05	-2.358411	2.0342	1	0.236	9.651027e-07	1.2838267	1.6661234	-0.48968123	-0.11888446	0.051358993	0.15569425	1.9966815	1.9641962	1.8712655	1.9943087	1.8710106	1.9945581	0.0057838043	1.7015372	1.1530565	0.00036809726	-0.00011140819	-7.7196219e-06	1.700825e-05	-7.2915845e-06	-2.7903103e-06	0.31208459	1.7112893e-05	0.17881607	0.58742622	-1.3331014	-0.278894	1.3340691	0.27262556	2.6392755e-05	2.242119
