model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1
2x2_2C_8b_C2v_L	9.8417452	0	14	3.4161	7.9400862	0.93307929	-8.1979373	-0.98349237	-8.2102217	0.98929837	1.0221485	-7.3498823	13.87	1.3218138	1.119859e-05	1.2505165e-05	0.17754932	-1.9536137e-05	-5.2380307e-05	8.5913507e-05	-4.2317584e-05	7.3849266e-07	-0.12315721	1.919377	-1.4961495e-05	-1.9210634	-0.17838299	0.22492464	-2.4068403	2.0342	1	0.236	3.6040168e-07	1.283569	1.6666567	-0.49000903	-0.11963327	0.051657926	0.15654514	0.04003685	0.0018930556	1.8639902	1.9977215	1.8640698	0.0022966882	0.0012955635	1.6921442	1.1530172	-0.61880362	-1.8794396e-05	-1.4868661e-05	-0.17593294	4.8569313e-06	0.000157749	-0.00028860297	2.4366679e-05	-4.2237916e-06	0.18594577	-1.3685763	3.7567972e-05	1.368323	0.17662653	-0.12840762	2.2753337
2x2_2C_8b_C2v_L	9.8416851	0	14	3.4161	7.9100363	0.90749776	-8.2615722	-0.99925212	-8.1976272	0.96825753	1.0128318	-7.3586495	13.88	1.3180049	3.9170873e-05	-5.7439689e-05	0.1812881	2.2369257e-05	5.3452843e-05	-8.9190729e-06	7.8910449e-06	1.3548725e-06	-0.12150099	1.9267051	0.00012979358	-1.9179829	-0.17681783	0.22497728	-2.4066387	2.0342	1	0.236	5.7816309e-08	1.2835675	1.6666538	-0.4900144	-0.11963778	0.051659767	0.15651682	0.040117906	0.0018518461	1.8643822	1.9976425	1.8639346	0.0022591164	0.0012976287	1.692095	1.152985	-0.61935646	-5.9428051e-05	3.4544834e-05	-0.17897768	-1.5581888e-05	-0.00015247895	2.5623625e-05	-9.3130844e-06	9.5666583e-07	0.18387518	-1.3671313	-0.0003832959	1.3687056	0.17522794	-0.12847743	2.2754783
2x2_2C_8b_C2v_L	9.841727	0	14	3.4161	7.9554415	0.91354601	-8.1882038	-0.95008678	-8.1979062	0.953217	1.0037567	-7.371201	13.89	1.3214653	-0.00011231444	-3.1882785e-06	0.17558989	-2.9573446e-05	-5.157979e-05	-2.4581794e-05	1.0583245e-05	-5.2258828e-05	-0.1231395	1.9153886	3.2474277e-05	-1.9166525	-0.17604455	0.22511289	-2.4071186	2.0342	1	0.236	-6.4410879e-07	1.2835698	1.6666618	-0.49001376	-0.11963252	0.051657946	0.15668186	0.0400452	0.0018943579	1.8637247	1.9977571	1.8638098	0.0022536564	0.0012986683	1.6921718	1.1531623	-0.61883038	0.00017371261	-8.4763186e-07	-0.1744803	1.0874381e-05	0.00016250269	8.5877521e-05	-1.0684317e-05	4.1838848e-05	0.1860015	-1.3697192	-0.00010470091	1.3693586	0.17488889	-0.12852598	2.2753402
2x2_2C_8b_C2v_L	9.8417453	0	14	3.4161	7.9366928	0.88846068	-8.2384167	-0.95820837	-8.228745	0.95310916	0.98377906	-7.3666646	13.9	1.3186567	0.00011379791	4.4111408e-05	0.17826096	4.0815591e-05	8.5275401e-05	3.379373e-05	-1.2222526e-05	6.1552379e-05	-0.12166131	1.9208513	-0.00010924622	-1.9194898	-0.17750712	0.22340114	-2.4043151	2.0342	1	0.236	7.4797331e-07	1.2835699	1.6666574	-0.49001117	-0.11963177	0.051657348	0.15662862	0.040105519	0.0018593386	1.8640561	1.9977038	1.8640039	0.0022799729	0.0012826101	1.6918955	1.153108	-0.61926381	-0.00017898842	-2.1551456e-05	-0.17658412	-1.7579655e-05	-0.00027194127	-0.00011838847	1.2899571e-05	-4.8721981e-05	0.18422381	-1.3683947	0.00034369806	1.3685176	0.17596603	-0.12773967	2.2760381
2x2_2C_8b_C2v_L	9.8417056	0	14	3.4161	7.9440499	0.87818219	-8.2332112	-0.94258142	-8.2302569	0.94060228	0.98047004	-7.3862455	13.91	1.3184474	1.6444361e-06	-1.9357092e-05	0.17737219	2.3158638e-05	6.6602339e-05	-5.862547e-05	2.0276858e-05	3.5389613e-06	-0.12164909	1.9188127	4.0841345e-05	-1.9183992	-0.17708863	0.22455795	-2.4061657	2.0342	1	0.236	8.567169e-07	1.2835691	1.6666593	-0.49001494	-0.11963481	0.051658753	0.1566466	0.040109125	0.0018584242	1.8639319	1.9977219	1.8639115	0.0022719944	0.0012943661	1.6920661	1.1531242	-0.61927456	1.377727e-06	1.9087708e-05	-0.17588309	-9.1906473e-06	-0.00020650028	0.00020718495	-2.6625019e-06	-5.3663961e-06	0.18418835	-1.3688671	-0.00011864242	1.3689382	0.17564692	-0.12829642	2.2756133
2x2_2C_8b_C2v_L	9.8416173	0	14	3.4161	7.8938526	0.84531916	-8.2602675	-0.94206108	-8.2205961	0.92296298	0.97047754	-7.3944151	13.92	1.3127852	4.2249778e-05	-5.3090702e-05	0.17866735	6.7535415e-06	2.2223592e-05	-7.659289e-05	3.7325095e-05	2.9202796e-05	-0.11918388	1.9211864	0.00011396424	-1.91578	-0.17588024	0.22445022	-2.4058549	2.0342	1	0.236	7.6628019e-07	1.2835678	1.6666592	-0.49002509	-0.11963997	0.051661094	0.1567124	0.040231401	0.0017989952	1.8640484	1.9976928	1.8637638	0.0022457567	0.001296593	1.6920044	1.1531915	-0.62008807	-6.3920951e-05	3.3882664e-05	-0.17699995	-4.3673978e-06	-6.1220401e-05	0.00026990851	-1.3161341e-05	-2.1915715e-05	0.18115814	-1.3684602	-0.00035263053	1.3694817	0.17464044	-0.12833087	2.2758513
2x2_2C_8b_C2v_L	9.8417639	0	14	3.4161	7.9871065	0.86647604	-8.2267007	-0.91141758	-8.2762328	0.93232767	0.95710634	-7.4011178	13.93	1.32063	-7.4583143e-05	1.6814592e-05	0.17575087	1.7189134e-05	1.6470212e-05	2.8390252e-05	-1.655813e-05	-5.0432015e-05	-0.12260422	1.9152822	-4.2078685e-05	-1.9219376	-0.17885163	0.22400124	-2.4052037	2.0342	1	0.236	-8.7946005e-07	1.2835701	1.6666622	-0.49000853	-0.11963166	0.05165734	0.15665398	0.040063794	0.0018831057	1.8637257	1.9977577	1.8641051	0.0023121836	0.0012877942	1.6919758	1.1531329	-0.61896714	0.00011757258	-1.5556914e-05	-0.17450355	-1.2111916e-05	-5.4941057e-05	-0.0001012175	1.0772872e-06	3.8822316e-05	0.18542109	-1.3696541	0.00013176449	1.3682048	0.17717382	-0.12800705	2.2758388
2x2_2C_8b_C2v_L	9.8417636	0	14	3.4161	7.9864826	0.85306488	-8.2778017	-0.91753279	-8.2625299	0.91196697	0.94493154	-7.408742	13.94	1.3196513	-7.9306364e-05	2.0946766e-05	0.17820952	-4.7718945e-06	5.3461269e-06	-6.0955061e-06	3.0562056e-06	-3.8336542e-05	-0.12220637	1.9207644	-5.2577514e-05	-1.9187424	-0.17733852	0.22369805	-2.4047424	2.0342	1	0.236	-7.4847322e-07	1.28357	1.6666601	-0.49000839	-0.11963163	0.051657277	0.15663129	0.040088918	0.0018728927	1.8640579	1.9977037	1.8639313	0.0022760162	0.0012852749	1.691931	1.1531096	-0.61915116	0.00012666441	-3.1198194e-06	-0.17658497	1.1989224e-05	-2.6134921e-05	2.3158603e-05	-6.7579824e-06	3.0917016e-05	0.1849079	-1.3683433	0.00017258917	1.3688612	0.17581366	-0.12787815	2.2759396
2x2_2C_8b_C2v_L	9.8417239	0	14	3.4161	7.9759784	0.83580089	-8.25685	-0.89696005	-8.2582305	0.89619332	0.93617468	-7.4201932	13.95	1.3177527	1.9032567e-05	7.2175212e-06	0.17651086	6.1594468e-06	1.0888964e-05	2.4898063e-05	-1.6960194e-05	1.4480339e-05	-0.12140693	1.9167089	-1.6712792e-05	-1.9168433	-0.17643734	0.22382568	-2.405021	2.0342	1	0.236	7.7920963e-07	1.28357	1.6666646	-0.49001426	-0.11963336	0.051658239	0.15674589	0.040127566	0.0018547584	1.8637801	1.9977372	1.8638066	0.0022620801	0.0012883279	1.6919545	1.1532296	-0.61938551	-3.0335932e-05	-4.3052507e-06	-0.17525923	-2.9211954e-06	-3.7310051e-05	-8.7598928e-05	1.7030342e-05	-1.5093968e-05	0.183986	-1.3695167	5.4821098e-05	1.3693602	0.17522647	-0.12798029	2.2759558
2x2_2C_8b_C2v_L	9.8418265	0	14	3.4161	8.0262949	0.84039038	-8.304994	-0.9001874	-8.2922033	0.89371059	0.92007589	-7.420552	13.96	1.3215316	6.4358165e-05	-4.6742357e-05	0.17866863	2.0065067e-05	3.8074731e-05	5.066965e-05	-2.6774928e-05	2.8602808e-05	-0.12308099	1.9217467	7.0933725e-05	-1.9200111	-0.1777963	0.22286857	-2.4032047	2.0342	1	0.236	1.1860402e-06	1.283571	1.6666608	-0.49000146	-0.11962794	0.05165559	0.15661295	0.040052694	0.0018956512	1.8641161	1.9976946	1.8640237	0.0022864083	0.0012759647	1.6917812	1.1530921	-0.61891615	-0.0001038759	3.3557266e-05	-0.1769358	-3.2827668e-06	-0.00012360301	-0.0001863053	2.2220618e-05	-2.6050917e-05	0.18603764	-1.3681233	-0.00022554453	1.3684586	0.17621001	-0.12746009	2.2763043
2x2_2C_8b_C2v_L	9.8417424	0	14	3.4161	7.9925531	0.81381508	-8.288005	-0.88046687	-8.2813442	0.87710654	0.91342682	-7.4348468	13.97	1.3174386	2.9668223e-05	1.9253414e-05	0.17710782	3.1906731e-05	7.7586083e-05	5.3233658e-06	-3.8581049e-07	1.8171112e-05	-0.12125397	1.918187	-3.8187405e-05	-1.9172737	-0.17663668	0.22334998	-2.4040418	2.0342	1	0.236	4.8675145e-07	1.2835704	1.6666646	-0.49001224	-0.11963228	0.051657738	0.15674053	0.040136785	0.0018518319	1.8638797	1.9977243	1.8638346	0.0022655338	0.0012836999	1.691847	1.1532247	-0.61945156	-4.856779e-05	-4.1605981e-06	-0.17575978	-1.3673149e-05	-0.00026305317	-2.0247334e-05	2.9200822e-06	-1.4167751e-05	0.18383031	-1.3690997	0.00013676904	1.3692513	0.17536695	-0.12776157	2.2762365
2x2_2C_8b_C2v_L	9.841787	0	14	3.4161	8.0186713	0.81119799	-8.3042777	-0.87197191	-8.293735	0.86851757	0.89942076	-7.4388997	13.98	1.3189839	-0.00013408112	-3.5779965e-05	0.17742153	-2.9664806e-06	2.6041931e-05	9.4465001e-05	-3.9918306e-05	-6.8647113e-05	-0.12202361	1.9189953	5.7087339e-05	-1.9176179	-0.17685341	0.22267848	-2.4029151	2.0342	1	0.236	-3.8101242e-07	1.2835712	1.6666652	-0.49000745	-0.11962953	0.051656496	0.15673337	0.040107521	0.0018711651	1.8639439	1.9977169	1.8638487	0.0022694719	0.001276261	1.691741	1.1532185	-0.61926168	0.00021892642	3.8832138e-05	-0.17603921	1.7951477e-05	-9.3365511e-05	-0.00035231125	1.4211084e-05	5.301798e-05	0.1847992	-1.3688072	-0.00018208265	1.369221	0.1755206	-0.12742343	2.2764937
2x2_2C_8b_C2v_L	9.8416912	0	14	3.4161	7.9615402	0.77773259	-8.2777547	-0.84761625	-8.3221472	0.86662442	0.88913308	-7.447678	13.99	1.3127401	7.1016225e-05	-5.4514991e-05	0.17514627	1.9070674e-05	2.8211337e-05	9.0838001e-06	-1.2022683e-06	4.3438274e-05	-0.11944906	1.9141264	0.00010059605	-1.9200967	-0.17801659	0.22252473	-2.4026828	2.0342	1	0.236	1.2728364e-06	1.2835701	1.6666653	-0.49001926	-0.11963444	0.05165881	0.15683346	0.040247728	0.0018090313	1.8636452	1.9977658	1.8639902	0.0022989665	0.0012787177	1.6917007	1.1533227	-0.62020162	-0.00011775536	2.9918417e-05	-0.17413942	-1.250544e-05	-8.5307008e-05	-3.4911513e-05	9.7824696e-06	-3.4991303e-05	0.18163925	-1.3700102	-0.00034125907	1.3686762	0.17662619	-0.12745211	2.2766809
2x2_2C_8b_C2v_L	9.8417849	0	14	3.4161	8.0263765	0.78327922	-8.3158113	-0.84978083	-8.297612	0.84264779	0.87690499	-7.4545727	14	1.3177987	0.00011470196	2.4136146e-06	0.17707048	-4.070596e-06	1.0050769e-05	1.3977347e-05	-5.9537821e-06	8.1346279e-05	-0.12130844	1.9179374	-1.7679514e-05	-1.9155137	-0.17593907	0.22222129	-2.4021095	2.0342	1	0.236	1.704543e-06	1.2835718	1.6666692	-0.49000903	-0.11962911	0.051656424	0.15682046	0.040128659	0.0018563228	1.8638603	1.9977212	1.863709	0.0022526004	0.0012729271	1.6916558	1.1533108	-0.61938128	-0.0001926247	1.1432294e-05	-0.17584217	1.4694363e-05	-4.1797554e-05	-5.1496317e-05	1.9589289e-05	-6.5820945e-05	0.18403314	-1.369171	6.9223189e-05	1.3697901	0.17483995	-0.12723643	2.2767776
2x2_2C_8b_C2v_L	9.8417867	0	14	3.4161	8.0267798	0.78380321	-8.3156038	-0.84968356	-8.2978779	0.8424132	0.87688469	-7.454509	14	1.3178346	5.8243398e-05	2.1393748e-05	0.17701499	-8.4799289e-06	-1.9287743e-05	8.4880499e-06	3.7898106e-06	2.9995531e-05	-0.12132183	1.9179061	-3.6615363e-05	-1.9155304	-0.17592278	0.2222021	-2.4020958	2.0342	1	0.236	-4.4459123e-07	1.2835718	1.666669	-0.49000897	-0.11962886	0.051656328	0.1568196	0.040127715	0.0018563794	1.8638557	1.9977227	1.863717	0.0022524864	0.0012726888	1.6916557	1.1533101	-0.61937527	-0.00010071998	-1.534347e-05	-0.17578344	2.1153321e-06	6.5455726e-05	-3.700344e-05	-7.3575222e-06	-1.9314732e-05	0.18403749	-1.369204	0.00012315029	1.3697426	0.17483479	-0.12722525	2.2767771
2x2_2C_8b_C2v_L	9.8418144	0	14	3.4161	8.0431741	0.77888634	-8.3217619	-0.83853344	-8.3015017	0.82916664	0.86560912	-7.4604062	14.01	1.3185252	3.85026e-05	1.5014624e-05	0.17684476	-4.1837589e-05	-5.008055e-05	5.4230205e-05	-2.7385289e-05	2.5759997e-05	-0.1217852	1.9174199	-4.1704754e-05	-1.9146575	-0.17546154	0.22190215	-2.4013558	2.0342	1	0.236	3.495565e-07	1.2835726	1.6666718	-0.49000644	-0.119627	0.051655577	0.15685719	0.040119714	0.0018683046	1.8638141	1.997725	1.8636705	0.0022443941	0.0012696173	1.6915769	1.1533502	-0.61931968	-6.8032665e-05	9.0855864e-06	-0.17567835	4.1423759e-05	0.00016144617	-0.00020894171	1.8029039e-05	-2.1750805e-05	0.18463324	-1.3694039	0.00014937574	1.3699095	0.17450239	-0.12708367	2.2769928
2x2_2C_8b_C2v_L	9.8418438	0	14	3.4161	8.0622265	0.76801873	-8.3134281	-0.82315204	-8.3040455	0.81750997	0.85211042	-7.463738	14.02	1.3192887	2.106273e-05	3.358379e-05	0.1759225	6.2891394e-06	-4.5178916e-06	5.7792761e-06	2.5322821e-06	-1.111933e-06	-0.12183254	1.915049	-6.6523541e-05	-1.9137366	-0.17516041	0.22121657	-2.4001172	2.0342	1	0.236	-1.2661035e-06	1.2835738	1.6666771	-0.4900047	-0.11962467	0.051654646	0.1569417	0.040093529	0.001872635	1.8636521	1.9977425	1.863595	0.0022414072	0.0012628187	1.69145	1.1534405	-0.61911001	-3.9098783e-05	-2.5950387e-05	-0.17497439	-7.2110136e-06	1.1938204e-05	-2.8216812e-05	-1.3439678e-05	5.3465059e-06	0.18483088	-1.3700692	0.00023085169	1.3702352	0.17435139	-0.12675406	2.2773841
2x2_2C_8b_C2v_L	9.8418692	0	14	3.4161	8.0785905	0.76106479	-8.3285904	-0.8138235	-8.309989	0.80584124	0.83994177	-7.4702291	14.03	1.3198953	-8.0496332e-07	4.8141811e-06	0.17616368	-4.1172182e-05	-6.7557902e-05	-8.1438289e-06	2.0028101e-06	-1.8578658e-05	-0.12209115	1.9157256	6.3294157e-06	-1.9132133	-0.17492442	0.22087111	-2.399478	2.0342	1	0.236	-8.6001059e-07	1.2835743	1.6666783	-0.49000216	-0.11962308	0.051653968	0.15695046	0.040081231	0.0018791467	1.8637007	1.9977358	1.8635575	0.0022362185	0.0012592005	1.691382	1.1534505	-0.61902401	2.2096967e-07	-4.568302e-06	-0.17522463	1.9289375e-05	0.00024520378	2.8672409e-05	-1.0808287e-05	1.5967987e-05	0.18515548	-1.3698564	-3.0008602e-05	1.3704034	0.17414587	-0.12658614	2.2775658
2x2_2C_8b_C2v_L	9.8417863	0	14	3.4161	8.042082	0.73548407	-8.3215135	-0.79823815	-8.3342781	0.800828	0.83301063	-7.4860444	14.04	1.3156004	-3.0780638e-05	-1.0885694e-05	0.17520141	-9.5462047e-07	-2.3958066e-05	1.0923207e-07	7.0649079e-06	-9.1010146e-06	-0.12041804	1.913475	1.4677644e-05	-1.9151015	-0.175735	0.22145072	-2.400547	2.0342	1	0.236	-7.3413912e-07	1.2835728	1.6666762	-0.49001087	-0.11962831	0.051656276	0.1569675	0.040180699	0.0018372612	1.8635512	1.9977587	1.8636797	0.0022553638	0.001267489	1.6914838	1.1534661	-0.61970751	5.2084592e-05	-3.2638399e-06	-0.17435608	-5.2335494e-06	9.0994081e-05	-1.0409564e-06	-8.5021124e-06	1.0346688e-05	0.18304673	-1.3704841	-6.1147152e-05	1.369889	0.17488703	-0.1269302	2.2773176
2x2_2C_8b_C2v_L	9.841794	0	14	3.4161	8.0415724	0.72300257	-8.3540742	-0.7937841	-8.3366924	0.78799037	0.81903205	-7.4888956	14.05	1.3146593	3.3046276e-05	2.1100985e-05	0.17622851	8.7875401e-06	1.6045275e-05	2.2446209e-06	-6.6696378e-06	2.0370596e-05	-0.12012874	1.9163797	-4.2876706e-05	-1.9141019	-0.17530042	0.22073125	-2.39923	2.0342	1	0.236	5.8941332e-07	1.2835731	1.666675	-0.49001059	-0.11962723	0.051655836	0.15697172	0.040207002	0.0018307446	1.8637657	1.9977342	1.8636116	0.0022437422	0.0012608826	1.6913406	1.153472	-0.61989293	-5.7323299e-05	-1.003142e-05	-0.17528954	-2.0293619e-06	-6.4977854e-05	-7.1355979e-06	1.0620143e-05	-1.874232e-05	0.18270765	-1.369555	0.0001595721	1.3702144	0.17444643	-0.12660358	2.2776967
2x2_2C_8b_C2v_L	9.8417289	0	14	3.4161	8.0259602	0.70425395	-8.3446463	-0.77764526	-8.3299867	0.77341611	0.81285789	-7.5072133	14.06	1.312284	0.00010635338	-3.0051939e-05	0.17522609	-4.2906305e-05	-9.5903946e-05	0.00010827797	-4.3827535e-05	6.483375e-05	-0.11915698	1.9138509	5.4111969e-05	-1.9119414	-0.17450362	0.22144802	-2.4007635	2.0342	1	0.236	3.4093693e-07	1.2835721	1.6666776	-0.4900178	-0.11963153	0.051657816	0.15704035	0.040257529	0.0018068301	1.8635874	1.9977535	1.8634539	0.0022289037	0.0012699364	1.6914977	1.1535416	-0.62022012	-0.00019641534	5.6616086e-06	-0.17452468	1.6542184e-05	0.00036755708	-0.00044708332	2.3298318e-05	-4.828725e-05	0.18149272	-1.370291	-0.00021791719	1.3708701	0.17385233	-0.12699018	2.2773335
2x2_2C_8b_C2v_L	9.8418609	0	14	3.4161	8.086064	0.70966782	-8.348826	-0.76632117	-8.3588222	0.76805651	0.79480312	-7.5007325	14.07	1.316953	3.6130189e-05	5.7484088e-06	0.17502377	-1.6883608e-05	-1.4114929e-05	7.8198678e-05	-4.5885375e-05	1.5827287e-05	-0.1209682	1.9131272	-8.6241772e-06	-1.9143893	-0.17535013	0.21994841	-2.3977327	2.0342	1	0.236	8.5609244e-07	1.2835748	1.6666814	-0.49000448	-0.1196229	0.051654028	0.15704496	0.040154287	0.0018544249	1.8635328	1.997759	1.8636332	0.0022498172	0.0012523936	1.6911875	1.1535508	-0.61951224	-6.7057198e-05	4.0137458e-06	-0.17430479	1.563632e-05	4.7786893e-05	-0.00032267841	3.0040121e-05	-1.6990052e-05	0.18388704	-1.3705568	3.4178159e-05	1.3700937	0.17463666	-0.12621114	2.2781338
2x2_2C_8b_C2v_L	9.8418105	0	14	3.4161	8.0398004	0.68518896	-8.3223804	-0.74733844	-8.3506347	0.753839	0.78253425	-7.50407	14.08	1.3118673	-3.3430296e-05	1.0553768e-05	0.17337726	-1.2493758e-05	-2.9954511e-06	9.8695577e-06	-5.268049e-06	-1.2013184e-05	-0.11916032	1.9084743	-2.654533e-05	-1.9120727	-0.17453216	0.21932256	-2.3965105	2.0342	1	0.236	-1.3637603e-07	1.2835749	1.666691	-0.49001157	-0.11962603	0.051655626	0.1572535	0.040277996	0.0018120291	1.863184	1.9977905	1.8634699	0.0022391946	0.0012502897	1.6910414	1.153768	-0.62032238	5.953973e-05	7.4333626e-06	-0.17303747	1.9912412e-05	4.6245155e-08	-3.8899282e-05	3.0771637e-06	8.8810831e-06	0.18171623	-1.3720528	0.00010833994	1.3707311	0.17417072	-0.12601898	2.2786419
2x2_2C_8b_C2v_L	9.841883	0	14	3.4161	8.1147431	0.69004939	-8.3309818	-0.73536915	-8.3668073	0.74352366	0.77255069	-7.5193007	14.09	1.3177156	-1.2611379e-05	2.7300601e-05	0.17323488	6.3249615e-06	9.5879845e-06	3.4622207e-05	-2.7360403e-05	1.213068e-05	-0.1210656	1.9082827	-4.0781242e-05	-1.9128111	-0.17464128	0.21959847	-2.3974239	2.0342	1	0.236	1.3036781e-06	1.283576	1.666689	-0.49000351	-0.11962138	0.051653485	0.15716193	0.040128738	0.0018593936	1.8631639	1.997795	1.8635391	0.0022415093	0.001249464	1.6911728	1.1536744	-0.61930478	2.3465852e-05	-1.9353179e-05	-0.17286422	-6.7646576e-06	-4.1841571e-05	-0.00013740513	3.1210854e-05	-1.6525348e-05	0.18412294	-1.3721708	0.00015603673	1.3704015	0.174259	-0.12605037	2.2782375
2x2_2C_8b_C2v_L	9.8418751	0	14	3.4161	8.0812262	0.66949871	-8.3333872	-0.72353827	-8.3706844	0.73181278	0.75750701	-7.5142716	14.1	1.3138023	-2.0457414e-05	-1.3422378e-05	0.17283056	-6.4150972e-05	-9.0704072e-05	-4.0368718e-05	8.8855253e-06	-2.166286e-05	-0.11974184	1.9073216	1.777766e-05	-1.912048	-0.17431797	0.2184338	-2.3947344	2.0342	1	0.236	-3.1390176e-07	1.2835767	1.6666953	-0.49000598	-0.11962139	0.051653694	0.15730303	0.04022752	0.0018291227	1.8630964	1.9978007	1.8634839	0.0022380075	0.0012406929	1.6908486	1.1538229	-0.6199534	4.0078324e-05	1.9293474e-05	-0.17261071	4.7153134e-05	0.00035142115	0.00017642088	-3.9766023e-06	1.3648706e-05	0.18256785	-1.3724552	-7.5375189e-05	1.3706372	0.17408916	-0.12557494	2.2791871
2x2_2C_8b_C2v_L	9.8418845	0	14	3.4161	8.1015231	0.65933929	-8.3755268	-0.71989341	-8.3785723	0.72084548	0.74523254	-7.523482	14.11	1.3146802	-9.5895157e-05	-4.6665157e-06	0.17410782	-3.4286744e-06	-2.0609385e-05	2.8571241e-06	2.2619114e-06	-6.5949177e-05	-0.11990806	1.9113736	1.4187696e-05	-1.9117753	-0.17426165	0.21818001	-2.3945229	2.0342	1	0.236	-1.7769142e-06	1.2835767	1.6666886	-0.49000516	-0.11961973	0.051652883	0.15722	0.040204914	0.0018332321	1.8634237	1.997772	1.8634492	0.0022316658	0.0012373001	1.6908496	1.153738	-0.61982198	0.00017521818	-9.3919579e-06	-0.1737341	-8.7056353e-06	8.9098151e-05	-1.3776793e-05	-1.7194333e-05	5.4646162e-05	0.1827748	-1.3709915	-6.7909375e-05	1.3708879	0.1738734	-0.12542849	2.2791271
2x2_2C_8b_C2v_L	9.8418404	0	14	3.4161	8.0709599	0.64028511	-8.3616697	-0.70411903	-8.3717901	0.70713321	0.73556479	-7.532476	14.12	1.3110451	1.7606534e-05	-2.1865438e-05	0.17305364	-1.400958e-05	-2.4321734e-05	2.8478423e-05	-5.7204515e-06	2.4855014e-05	-0.11873803	1.9083517	2.1112279e-05	-1.9096416	-0.17352994	0.21812458	-2.3943712	2.0342	1	0.236	-2.3511588e-08	1.2835764	1.6666961	-0.49001032	-0.11962325	0.051654572	0.15735894	0.040295336	0.0018052268	1.8631896	1.9977917	1.8632953	0.0022200651	0.0012396863	1.6908123	1.1538812	-0.62041557	-3.6106893e-05	1.8252902e-05	-0.17293689	1.6363739e-05	9.6195154e-05	-0.00012670344	3.2428683e-06	-1.6477585e-05	0.18134182	-1.371995	-8.5457778e-05	1.3714967	0.17339211	-0.12547969	2.2793113
2x2_2C_8b_C2v_L	9.8418661	0	14	3.4161	8.0738409	0.62864037	-8.3961616	-0.69850287	-8.387441	0.69690297	0.71947726	-7.5291239	14.13	1.3104104	6.2415622e-05	3.6486431e-06	0.17393183	-1.3713219e-05	-4.5888456e-05	-3.199019e-05	1.4765385e-05	2.0158693e-05	-0.11850847	1.9114247	2.1054885e-06	-1.9103206	-0.17363467	0.21701937	-2.3919554	2.0342	1	0.236	-5.0454381e-07	1.2835772	1.6666932	-0.49000896	-0.11961995	0.051653218	0.15735158	0.040315669	0.001800548	1.8634391	1.9977714	1.8633515	0.0022206495	0.0012289764	1.6905389	1.1538769	-0.62055879	-0.00011737073	-2.0876721e-05	-0.17371615	-9.0183125e-06	0.00020056171	0.00013708813	-1.2425104e-05	-1.3983844e-05	0.18108894	-1.3709142	-2.5663593e-05	1.3713167	0.17341584	-0.12496561	2.2800314
2x2_2C_8b_C2v_L	9.841817	0	14	3.4161	8.0794072	0.6136446	-8.335621	-0.67166504	-8.3891722	0.68454313	0.71538447	-7.5563704	14.14	1.3099215	-5.9915577e-05	7.2951638e-06	0.17100043	-1.3266317e-05	-6.2312181e-06	5.4585496e-05	-2.6527574e-05	-4.9051406e-05	-0.11807496	1.9024607	-3.7191266e-05	-1.9092713	-0.1731987	0.21822448	-2.3950229	2.0342	1	0.236	-1.7823397e-06	1.2835765	1.6667017	-0.49001377	-0.11962481	0.05165534	0.15746534	0.040312687	0.0017905816	1.8627354	1.9978353	1.8632892	0.0022208942	0.0012423018	1.6909007	1.1539922	-0.62050744	0.00010807359	1.7763032e-05	-0.17120724	3.19501e-05	2.7876975e-06	-0.00024929654	-2.4286507e-06	4.0788128e-05	0.18058312	-1.3739884	0.00016731246	1.3714075	0.17336828	-0.12556169	2.27914
2x2_2C_8b_C2v_L	9.8419019	0	14	3.4161	8.0927898	0.60595779	-8.4158529	-0.67810441	-8.3460745	0.66122165	0.69636371	-7.5423932	14.15	1.3103233	1.2642784e-06	6.8419154e-06	0.17386367	1.8096225e-05	4.5046917e-05	-6.7514238e-06	6.3606029e-06	2.338652e-06	-0.11829873	1.9114114	5.0664139e-07	-1.9025122	-0.17091426	0.21633991	-2.3907259	2.0342	1	0.236	5.6615628e-07	1.2835788	1.6667064	-0.49000658	-0.11961833	0.051652684	0.15753622	0.040312242	0.0017996027	1.8634567	1.9977615	1.8627445	0.002163246	0.0012234673	1.6904039	1.1540706	-0.6204839	-1.0752005e-06	1.7428545e-06	-0.17401767	-9.3328879e-06	-0.00019221715	3.0519156e-05	-2.3549298e-06	-1.3426518e-06	0.18101409	-1.3706888	9.4746095e-06	1.3739878	0.17112896	-0.12466645	2.2804988
